,Volume
579,151212002.1
580,154165600
581,157154607.6
582,160133658.8
583,163297040.4
584,166353397.5
585,167978659.2
586,166900028.6
587,162971967.2
588,157942984
589,154164009.1
590,153352217
591,155951993.3
592,160917819.5
593,166848958.5
594,173036579.9
595,178947772.9
596,184084346.3
597,186883522.5
598,185291646.6
599,179737523.4
600,172398453
601,165859147.5
602,162402923
603,163036589.6
604,167025613.2
605,172648919.5
606,178921016.5
607,185484845.4
608,191834330.4
609,196386000.7
610,196921239
611,192548425.9
612,184860612.3
613,176647988.9
614,170915866
615,169268577.7
616,171720950.9
617,176885942.6
618,183468276.8
619,191361419.5
620,199279294.4
621,205711009.7
622,208269413.1
623,205309662.4
624,197716791.3
625,188214479.9
626,179773863
627,174573121.2
628,173566180.2
629,176563848.8
630,182385548.7
631,189175046.2
632,196379900.1
633,202759347.5
634,206422643.8
635,205417492.1
636,199461296.2
637,190369233.3
638,180973160.6
639,173774552
640,170192623.8
641,170595663.9
642,174256667
643,179722803.2
644,186388220.7
645,193135962.2
646,197967597.9
647,199052174.3
648,195436380.4
649,187716926.4
650,178024670
651,169012108.3
652,162933876.7
653,160774010.1
654,162675106.5
655,168105423.9
656,175637619.3
657,183792899.3
658,191048554.9
659,195578570.5
660,195825196.2
661,191509483
662,183816515
663,174968783.3
664,167636293.8
665,163760486.3
666,164254249.7
667,168779093.6
668,175696162.3
669,183484636.1
670,190771194.1
671,196396414.3
672,199106935.8
673,197785843
674,192472614.6
675,184816075
676,177222163.3
677,172227567
678,171253514.6
679,174208371.2
680,179424028.8
681,185106177.9
682,189943480
683,193555178.3
684,195473887
685,194991552.3
686,190818524
687,183209181.7
688,174835411.4
689,168108731.6
690,164820281.6
691,165509836
692,169024031.7
693,173194568.9
694,176766498.3
695,179928063
696,183035928.4
697,185544811.4
698,185849953.1
699,182964681.1
700,178229313.3
701,173855608.3
702,172036437.8
703,173655134.8
704,177666674.6
705,181776948.5
706,184440684.5
707,186052796.8
708,187820317
709,190463862.7
710,193115284.1
711,193733427.6
712,191930680.5
713,188803386.3
714,186580567
715,186644395.3
716,187571158.8
717,186525565.3
718,184688507.5
719,182128900.1
720,180558067
721,181213711.9
722,183185673.9
723,184387623.2
724,183926556.3
725,181920992.9
726,179901035.5
727,179231293.4
728,179710879
729,179471332.6
730,176625661.3
731,171935231.7
732,167790250.4
733,166541724.7
734,168776137.4
735,172513836.5
736,175675581.1
737,177300878.2
738,178115583.4
739,179223948.2
740,180563527.1
741,180565117
742,177486688.8
743,171939643
744,166344717.3
745,163289675
746,164328854.4
747,169019076.1
748,175222723.5
749,181208950.3
750,186304026.9
751,190581435.3
752,193939784.1
753,195141233.4
754,192371810.6
755,186025359.4
756,178473941.8
757,172619192.2
758,170607390.7
759,173071932.2
760,178894350
761,186018847.7
762,192934135.4
763,198911470.8
764,203310693
765,204931153.3
766,202661648.9
767,196201670.9
768,187408254
769,179406235.4
770,174510751.5
771,173953435
772,177709733.6
773,184033007.3
774,191221777
775,198168836.4
776,203850979.6
777,206982608.3
778,206330432
779,201353486.6
780,193262905.7
781,184554787.8
782,177772500.5
783,174670078.4
784,175986441.3
785,181207682.4
786,188851570.1
787,197210526.5
788,205106313.4
789,211172551
790,213691534.7
791,211824380.9
792,206083080
793,198323172.1
794,191178937.2
795,186735487.4
796,185984313.5
797,189332806.5
798,195974500.8
799,204387811.2
800,212972164.9
801,220050811.9
802,224221078.1
803,224164089.4
804,219855221.5
805,212869500.5
806,205096035.6
807,198639217.3
808,195181128.8
809,195694065.1
810,200065505.7
811,206973242.4
812,214572824.5
813,221084737.9
814,225152122.6
815,225952585.5
816,223307156
817,217627155.7
818,210320027.5
819,203239743.1
820,198238312.4
821,196585571.9
822,198778745.7
823,204532668.7
824,211424917.6
825,217585704.5
826,222057928.6
827,223817081.9
828,222711185.5
829,218600883.5
830,212499138.3
831,205847992.4
832,200410305.2
833,197864918.2
834,199225947.8
835,203953296.9
836,210000234
837,215287228.7
838,218875001.4
839,220194343.3
840,219085776.7
841,215535908.8
842,209931363.5
843,203234946
844,197449934.4
845,193852957.9
846,193384461.4
847,196173157.9
848,200652153.1
849,204961950.4
850,208122691.7
851,209550885.6
852,209263323.3
853,207283131
854,203772281.1
855,199139178.6
856,194478487
857,191399489.9
858,191087250.8
859,193664934.8
860,197548935
861,201007152.3
862,203105051.9
863,203874192.2
864,203755344.6
865,202938198.2
866,201076686.9
867,198127294.7
868,195037693.7
869,193110430.6
870,193394123.8
871,195693767.6
872,198794953.3
873,201237670.7
874,202126750.3
875,202002739.5
876,201720505.2
877,201561398.7
878,201126454.1
879,199890354.6
880,198097845.3
881,196989525.5
882,197565517.3
883,199073763.5
884,200675067.6
885,201238783.6
886,200024917.5
887,198033160
888,196614346.1
889,196291596.2
890,196818679
891,197152742.2
892,196961737.8
893,196563136.2
894,196729168.8
895,197576152.4
896,197797419.9
897,196068298.2
898,192906666.2
899,189691829.5
900,188074661.9
901,188792753.9
902,191208877.5
903,193932590.7
904,196023538.7
905,197521634.5
906,199007410.1
907,200565412.5
908,200791675.6
909,198351155.5
910,193409339.2
911,187776112.8
912,183848689.9
913,182940012
914,185086072.4
915,188842716.9
916,192522727.7
917,196169663.4
918,200010257.1
919,203325581.6
920,204887108.8
921,203192878.6
922,198277512.1
923,191933832.9
924,186784938
925,184975661.4
926,187126996.4
927,192211941.5
928,198717535.3
929,205376458.5
930,211799608.8
931,217573969.3
932,221235543.7
933,221011490.3
934,216576784.4
935,209292003.8
936,201992467.2
937,197211897.5
938,196595348.9
939,199713589.9
940,204760049.8
941,210250694.3
942,215686639.6
943,220770910.5
944,223945903.9
945,223040599.5
946,217244892
947,207830904.4
948,197423551.8
949,188433387.1
950,183258233.5
951,182370355.1
952,184525585.8
953,188385125.8
954,193053032.3
955,198082895.2
956,202146564
957,203511808.7
958,201211769.4
959,194279425.4
960,184672199.9
961,175243646.8
962,168439841.3
963,165449816.6
964,166076513.9
965,169926453.9
966,175948658.3
967,183129490.4
968,190297590.4
969,195679999.7
970,197378060.2
971,194273157.2
972,187233948.9
973,178819664
974,171608756.8
975,167433812.5
976,167216369.1
977,170965124.9
978,177618424.1
979,185909058
980,194844615
981,202963902
982,208099311.8
983,208774083.9
984,204738222.7
985,197593123.6
986,189967577.6
987,184411225.9
988,182705613.3
989,185317831.7
990,191116927
991,198537020.5
992,206471712.4
993,213814525
994,219441221.1
995,221780721
996,219610571.6
997,213295793.5
998,204952335.4
999,197201770.9
1000,192981701.4
1001,193116705.9
1002,196219881.7
1003,200639369.5
1004,205714583.6
1005,210754792
1006,215100955.1
1007,217784434
1008,217647245.7
1009,213875377.1
1010,207295978.2
1011,200039693.4
1012,194614329.6
1013,192982564.6
1014,195460701.1
1015,200261678
1016,205458313.6
1017,210192032.7
1018,214541075.2
1019,218584657.1
1020,221497741.6
1021,221860808.2
1022,218784275.5
1023,213422290.8
1024,208544632.4
1025,206682794.3
1026,208654440.3
1027,212925560.1
1028,216745653.6
1029,219088165.2
1030,220716122.2
1031,222739936.2
1032,225265633.2
1033,226862768.5
1034,225719710.5
1035,221894423.7
1036,217653350.4
1037,214834406.5
1038,214144021.1
1039,214564319.6
1040,214441563.1
1041,212730572.3
1042,210350113.7
1043,209333947.4
1044,210925746.2
1045,214113235.2
1046,216519969.9
1047,216567699.5
1048,214636749.3
1049,212668154.3
1050,212101209.2
1051,212406815.8
1052,211758475
1053,208764618.2
1054,204330464.9
1055,200994937.9
1056,201064616.3
1057,204827379.7
1058,209812611.3
1059,213546719.5
1060,215273191.7
1061,215934347.7
1062,216863890.6
1063,218099292.8
1064,217861827.7
1065,214684303.7
1066,209137952.7
1067,203805752.2
1068,201487808.2
1069,203377360.5
1070,208687989.4
1071,214860490.8
1072,219729104.3
1073,223112071.4
1074,225726297.5
1075,227574233
1076,227337130.4
1077,223738435
1078,216857513.2
1079,209052506.7
1080,203482332.3
1081,202498711.7
1082,206548952.8
1083,213453664
1084,220555927.1
1085,226479393.6
1086,231072139.2
1087,234335972.5
1088,235231420.9
1089,232393873.5
1090,225696457.8
1091,217210548
1092,210015450.2
1093,206442269.6
1094,208316817.9
1095,214694613.6
1096,222807469.8
1097,230552436.6
1098,237135513.7
1099,242528611.2
1100,245044847.5
1101,243342349.2
1102,237403140.2
1103,228647332.8
1104,219706173
1105,213662744.4
1106,212271640.7
1107,215718061.3
1108,222387263.7
1109,230203124.3
1110,237664117.5
1111,243716299.3
1112,247489089
1113,247834625.2
1114,243631808.8
1115,235979062.8
1116,227019145.8
1117,219145086.2
1118,214917276.1
1119,215500384.2
1120,220395903.6
1121,227850046.9
1122,236172166
1123,243816348
1124,249734689
1125,252602675.7
1126,251190573
1127,245933239.3
1128,238272447
1129,230114146
1130,224017177
1131,221643183.6
1132,223635026.9
1133,229179257.7
1134,236538111.7
1135,244109699.3
1136,250600057
1137,254798615.4
1138,255474904.4
1139,252539267
1140,246777943.6
1141,239571157.7
1142,233224076.3
1143,229585181.8
1144,229725588.9
1145,233814802.8
1146,240471275.1
1147,247736794
1148,254277423.5
1149,258701114.3
1150,260022804.1
1151,258209458.1
1152,253693350.7
1153,247282502
1154,240539394.2
1155,235244782.1
1156,232969746.2
1157,234435751.8
1158,238881489.7
1159,244507462.5
1160,249169481.5
1161,251785947.3
1162,252082070.2
1163,250015685.3
1164,245732657.7
1165,240057560
1166,233603167.9
1167,227731017.1
1168,223949762.2
1169,223269172.7
1170,225465826
1171,228942118.8
1172,232474588.2
1173,234809758.7
1174,235488337.9
1175,234892095.4
1176,233128961.9
1177,229986193.1
1178,225871488.8
1179,221911192.9
1180,219600719.2
1181,220298380.2
1182,223838415.9
1183,228440878.2
1184,232535867
1185,235243570.4
1186,236568680.2
1187,236844933.1
1188,236334113.7
1189,234882151.3
1190,232668065.1
1191,230423985.6
1192,229453490.3
1193,230857533.6
1194,234474874.4
1195,238821722
1196,242171398.5
1197,244015183.5
1198,245169267
1199,245773152.5
1200,246036023.4
1201,245729895.1
1202,244606212.4
1203,242956643.8
1204,241851450.6
1205,242346019.8
1206,244214662.6
1207,245859137.4
1208,246336074.5
1209,245419379.3
1210,243552981.2
1211,242373992.2
1212,242343005.8
1213,242514231.3
1214,242445770.3
1215,241949629.4
1216,241693342.4
1217,242507421.4
1218,244073895.3
1219,244745092.4
1220,243828795.7
1221,241327443.2
1222,238141821.1
1223,236545632
1224,237490012.8
1225,240172683.4
1226,243430111.6
1227,246258602.6
1228,248713174.4
1229,251332929.6
1230,253846038.1
1231,254867712.2
1232,253328897.6
1233,249436070.5
1234,244911728.2
1235,242223440.1
1236,242777567.2
1237,246044221.2
1238,250872649.9
1239,255551376.8
1240,259360329.7
1241,262783867.8
1242,265496393.8
1243,266203725.4
1244,263471333.5
1245,257490946.6
1246,250347132
1247,244943981.3
1248,243558862.7
1249,246578484.2
1250,251937733.3
1251,257849324.6
1252,263791375.8
1253,269103246
1254,273264194.4
1255,274900575.7
1256,272845402.2
1257,266963312.9
1258,258806549.4
1259,251577521.4
1260,248103167.6
1261,249442507.4
1262,254601619.1
1263,261397861.9
1264,268374427.7
1265,274932946
1266,280492148.2
1267,283554222
1268,282548360.7
1269,276764707.2
1270,267456799
1271,257745247.5
1272,250995240.2
1273,249150069.2
1274,252017981.1
1275,257844803.9
1276,264837985.3
1277,271982501.7
1278,278575651.1
1279,283266341.1
1280,284306552
1281,280309534.4
1282,271737516.6
1283,261180212.3
1284,252107355.3
1285,247151562.8
1286,246940974.5
1287,250595161.9
1288,256549953.2
1289,263521981.4
1290,270659611.6
1291,276715882.1
1292,279621669.4
1293,277585272
1294,270537159.5
1295,260335913.9
1296,249967407.1
1297,242101477.9
1298,238438821.7
1299,239282931.7
1300,243853203
1301,250377807
1302,257456460.1
1303,263792577.8
1304,268343975.5
1305,269339973.5
1306,265618060.7
1307,257856922.7
1308,248191151.8
1309,239214317.8
1310,233300900.6
1311,231713122.7
1312,234352286
1313,239917680.8
1314,246784008.8
1315,253547439.7
1316,259151238.1
1317,262329553.9
1318,261788860.4
1319,257083740.1
1320,249248501.4
1321,240446706.8
1322,233242886.5
1323,229714311.7
1324,230819200
1325,235620195
1326,242077283
1327,248597574.4
1328,254358888.4
1329,258772438.2
1330,260955531.3
1331,259810233.7
1332,254980256.4
1333,247613025.5
1334,240310236.2
1335,235766576.6
1336,235637111.5
1337,239407639.2
1338,245023927.8
1339,250731115.7
1340,255565232.4
1341,259677931.8
1342,263296579.8
1343,265199861.6
1344,264073407.7
1345,259730838.6
1346,253863348.4
1347,249229450.2
1348,248100471
1349,250627869.9
1350,254989721.1
1351,258912766.1
1352,261354515
1353,263034147.7
1354,265122944.2
1355,267380100.7
1356,268138501.8
1357,265892194.1
1358,261104206.6
1359,255753532.8
1360,253959956.5
1361,254641246.9
1362,256401173.9
1363,257425185.7
1364,256251617.9
1365,254086570.5
1366,253385422.1
1367,254696863.5
1368,256914743.5
1369,257771633.7
1370,255846911.6
1371,252168256.3
1372,249141577.6
1373,248192315.8
1374,248447958
1375,247639599
1376,244215868.2
1377,239298456.2
1378,235518792.3
1379,235024521.6
1380,237841399.2
1381,241649433.4
1382,243928232.1
1383,244137336.5
1384,243751500.8
1385,244092076.8
1386,244850475.4
1387,244077762.4
1388,240301434.4
1389,234350021.5
1390,228922054.8
1391,226781721.4
1392,229071286.1
1393,234186716.1
1394,239464819.8
1395,243034459.7
1396,245021517.1
1397,246584361.1
1398,247790382.9
1399,246896132.6
1400,242288593.7
1401,234565954.1
1402,226163426.4
1403,220849178.3
1404,220991248.9
1405,226500193.8
1406,234409941.8
1407,241948263.2
1408,248020184.2
1409,252588721.7
1410,255506144.6
1411,255610460.5
1412,251779653.1
1413,244257039.2
1414,235323174.3
1415,228470580.1
1416,226469801.6
1417,230073827.9
1418,237492273.4
1419,246105467
1420,254153738.6
1421,260763761.9
1422,265544158.4
1423,267627840
1424,265465625.9
1425,259017790.7
1426,250204830.9
1427,241974491.5
1428,237302120.3
1429,237719711.9
1430,243321326.8
1431,251875103
1432,261019875
1433,269186007.3
1434,275656574.8
1435,279679588
1436,279336402.4
1437,274156751.3
1438,265637406.2
1439,256401007.9
1440,249324795.9
1441,246335998.5
1442,248558769.6
1443,254916539
1444,263264089.6
1445,271568022.3
1446,278493346.2
1447,282840016.7
1448,283252126.3
1449,279250101
1450,271704385.2
1451,262180510
1452,253080138.7
1453,246699191.5
1454,244827574.8
1455,247708707.4
1456,253882848.1
1457,261412433.2
1458,268579429.5
1459,273931643.7
1460,276208858.5
1461,274744864.6
1462,269792646.9
1463,262494551.2
1464,254607947.8
1465,248026522.5
1466,244468523.1
1467,245065628.8
1468,249699970.1
1469,256589070.6
1470,263634571.1
1471,269161556.7
1472,271921235.5
1473,271444223.8
1474,267864377.5
1475,261713025.3
1476,254104999.8
1477,246782922.3
1478,241379044.4
1479,239505145.6
1480,242095460.2
1481,247667101.3
1482,254023203.5
1483,259269313.1
1484,262371830.5
1485,262987049.4
1486,261236723.6
1487,257368835.1
1488,251906100.8
1489,245910006.6
1490,240839243.6
1491,238460395.4
1492,239964178.2
1493,244600890.2
1494,250433082.9
1495,255483666.3
1496,258510269.5
1497,259424804.6
1498,258532552
1499,255985481.6
1500,251960553.1
1501,247038831.1
1502,242580049.6
1503,240198913.4
1504,241089862
1505,245070470.4
1506,250279916.2
1507,254703118.6
1508,257439134.9
1509,258568830.1
1510,258445571
1511,257306267.3
1512,255096454.4
1513,251880654.4
1514,248774346.6
1515,247141988.2
1516,248019526.1
1517,251155711.9
1518,255008292.3
1519,257871955.3
1520,258630153.6
1521,257620220.9
1522,255920962.4
1523,254001874.4
1524,251649117.9
1525,248617358.1
1526,245217556.6
1527,242656245.5
1528,242153272.9
1529,243673772.1
1530,245706104.8
1531,246468291.3
1532,245413845.6
1533,243514719.2
1534,242227280.7
1535,242033014
1536,242473527
1537,242668790.4
1538,242916035.8
1539,243849375.7
1540,246110197.1
1541,249598294.6
1542,252727478.5
1543,253759341
1544,253156207.2
1545,251942810.1
1546,251133051.9
1547,251992127
1548,254230057.5
1549,256705966.9
1550,258832416.9
1551,260836640.8
1552,263300188.7
1553,265993855.6
1554,267564088.7
1555,266571077.1
1556,263289021
1557,259358066.9
1558,256781586.8
1559,257060288.2
1560,259995130.2
1561,263963997
1562,267769512.5
1563,270980376.3
1564,273733707.2
1565,276025133.9
1566,276519236.4
1567,273732493.7
1568,267731602.7
1569,260617716
1570,255098218
1571,253334688.9
1572,255808587.4
1573,260941734.6
1574,266691638.6
1575,272076687.5
1576,277004177.7
1577,280962252.1
1578,282486695.1
1579,279909957.5
1580,273488693
1581,265119127.6
1582,257644919.3
1583,253996346
1584,255148658.1
1585,259663253.3
1586,265971783.9
1587,272375137.5
1588,278128351
1589,282883561.8
1590,285321621.7
1591,283640885.9
1592,277019768.4
1593,267176605.2
1594,257386647.9
1595,251006184.4
1596,249724869.3
1597,252870367.8
1598,259070169.5
1599,266442701.2
1600,274001946.9
1601,281149953.1
1602,286154159.8
1603,286678686.6
1604,282229618.7
1605,273422783.9
1606,262419731.7
1607,253444195.1
1608,249046121.1
1609,249797270.7
1610,254584545
1611,261488972
1612,269331996.8
1613,277225542
1614,283874127.6
1615,287473474.9
1616,285272012.1
1617,277377165.6
1618,266277488.5
1619,255712813
1620,248513901.3
1621,245970934.6
1622,247996178.5
1623,253420575.7
1624,260800753.7
1625,268780515
1626,276080803
1627,280987827.8
1628,281641980.8
1629,276980671.1
1630,267951016.7
1631,257383185
1632,248291027.7
1633,242950648.7
1634,242286541.2
1635,245957431.6
1636,252500165.8
1637,260091432
1638,267366083.6
1639,273024822
1640,275662142
1641,274022224.5
1642,267894735.5
1643,258638490.3
1644,248917626.3
1645,241609716.4
1646,238523606.1
1647,240236113.8
1648,245705302.1
1649,252854336.5
1650,259684140.6
1651,265157035.4
1652,269057760
1653,270160516.8
1654,267333886.4
1655,261015255.9
1656,252921216.5
1657,245447599.6
1658,241130571.9
1659,241371662.5
1660,245758052.4
1661,251889823.2
1662,257918048.5
1663,263165281.9
1664,267356783.4
1665,270012420.1
1666,270105865.6
1667,266703844.4
1668,260331541
1669,253015357.3
1670,247570654.1
1671,246021689.5
1672,248550760.8
1673,253074593.6
1674,257271471.1
1675,260153047.9
1676,262119037.9
1677,263770233.3
1678,264598739.4
1679,263612984.2
1680,259913099.5
1681,254190322.5
1682,248666882.2
1683,245835507.5
1684,246692225.8
1685,249748921.4
1686,252370300.3
1687,253151127.4
1688,252881268.8
1689,253277948.1
1690,254924059
1691,256770774.4
1692,256982089.7
1693,254798215.2
1694,251726568.4
1695,250132581
1696,251321315.1
1697,254083882.3
1698,255955117
1699,255440204.3
1700,253400946.2
1701,252216256.5
1702,253571443
1703,256934434.7
1704,260332189.9
1705,261894560.1
