,Volume
7411,230126863.9
7412,229952606.9
7413,227634019.7
7414,224118464.7
7415,220693025.3
7416,219025502.4
7417,219469876.5
7418,220953250.4
7419,222056824.2
7420,222188209.6
7421,221998080.5
7422,222624531.5
7423,224367511.4
7424,226144844.9
7425,226574884
7426,225344523.2
7427,223345223.4
7428,222201620.2
7429,222423658.1
7430,222853334.6
7431,222281476.2
7432,220249771.4
7433,217638470.8
7434,216093138.7
7435,216630338.9
7436,218819220
7437,221098018.5
7438,222359624.2
7439,222654535
7440,223159103.1
7441,224331684.1
7442,224982802.1
7443,224267021.6
7444,221865259.9
7445,218665638.1
7446,216497240.3
7447,216743464.6
7448,219254558.1
7449,222551259.9
7450,225281363.4
7451,226744816.2
7452,227714536.7
7453,228624719.5
7454,228620102.8
7455,226894390.6
7456,223287433.7
7457,218839791.7
7458,215327566.5
7459,214260276.6
7460,216462335.5
7461,220455569.4
7462,224491601.1
7463,227694449.6
7464,230187466.6
7465,231979756.9
7466,232172930
7467,230202308.4
7468,226013462
7469,220795413.8
7470,216365400.5
7471,214405290.1
7472,216208152.1
7473,220286561
7474,224668417.1
7475,228529690.4
7476,231840860.2
7477,234456025.9
7478,235419811
7479,233854191
7480,229610949
7481,224010196.4
7482,219065627.5
7483,216691526.2
7484,218161467.9
7485,222221892.4
7486,227084915.4
7487,232119035.6
7488,236677424.4
7489,240200757.8
7490,241779773.3
7491,240446856.2
7492,235946291.5
7493,229523639
7494,223133032
7495,218867864.3
7496,218471372.1
7497,221329206.6
7498,225802265.7
7499,230911088.8
7500,236113948.4
7501,240823064
7502,243841747.2
7503,243773911.4
7504,239953051
7505,233368228.7
7506,226038287.9
7507,220279394.6
7508,217996319.1
7509,219419929.9
7510,223386626.2
7511,228635217
7512,234200199
7513,239361910.2
7514,243271377
7515,244311146.3
7516,241362264.1
7517,234908767.3
7518,226829232.9
7519,219542259.6
7520,214836467.3
7521,213632286.1
7522,215873797.5
7523,220583626.2
7524,226723835.3
7525,233385987.3
7526,239142503.8
7527,242678191.5
7528,242618033.7
7529,238453591.2
7530,231523232.1
7531,224044725
7532,218163356.4
7533,215336932.8
7534,216078817.1
7535,219683447.6
7536,225397393.6
7537,232324368.9
7538,238728443.6
7539,243701366.6
7540,245891887.2
7541,244156332.4
7542,238749926.7
7543,231360586.2
7544,224296489.2
7545,219428234.2
7546,217784661.4
7547,219200508.4
7548,223252628.2
7549,228982918.3
7550,235219282.4
7551,240931028
7552,244967005
7553,246144319.6
7554,243780264.1
7555,238458555.6
7556,232090842.1
7557,226510365.5
7558,223212974.6
7559,223117142.4
7560,225787665.8
7561,229997132
7562,234570071
7563,238825160.3
7564,242396884.9
7565,244499566.4
7566,244164001.4
7567,240841123.1
7568,235249163.4
7569,229204027.9
7570,224781443.1
7571,223393889.3
7572,224986873.3
7573,228166957.9
7574,231390502
7575,234378531.9
7576,237482184.9
7577,240613494.3
7578,243003883.7
7579,243363629.6
7580,241008081
7581,237014648.9
7582,233637659.6
7583,232691876.4
7584,234209384.7
7585,236633389.4
7586,238288123.4
7587,239117081.3
7588,240159624.5
7589,242371856.2
7590,245477919.7
7591,247975841.1
7592,248421240.8
7593,246458212
7594,243692982.4
7595,242227154.8
7596,242667265.4
7597,243796278.8
7598,243470948
7599,241500624.2
7600,239328139
7601,238724956.8
7602,240657745.6
7603,244125899.6
7604,247077936.9
7605,247869117.7
7606,246885020.2
7607,245805047.3
7608,245680821.6
7609,245740391.9
7610,244028003.4
7611,239843679.7
7612,234496164.8
7613,230443323.9
7614,230033347.9
7615,233374969.7
7616,238018195.3
7617,241362476.9
7618,242598555.2
7619,242822176
7620,243279564.7
7621,243637326.3
7622,241907164
7623,237096720.8
7624,230160331.2
7625,223822311.8
7626,221099722.1
7627,223353141
7628,229083444
7629,235137943.1
7630,239500221.9
7631,241941509.9
7632,243655701.2
7633,244802764
7634,243745825.5
7635,239210746
7636,231644684
7637,223533883.4
7638,218368238.6
7639,218522471.1
7640,223373834.8
7641,230102382.6
7642,236064534.2
7643,240075970.1
7644,242699536.4
7645,244298360.9
7646,243986501.1
7647,240105466.4
7648,232479169.1
7649,223332960.4
7650,216007900.6
7651,213386820.4
7652,216402684.9
7653,222975248.9
7654,230201001.1
7655,236488608.9
7656,241328641.7
7657,244726991.7
7658,245971443.8
7659,243731258.1
7660,237491706.4
7661,228879050.8
7662,220632495.3
7663,215703262.1
7664,216033046.5
7665,220929865.6
7666,228194006.3
7667,235754216.5
7668,242419198.6
7669,247687252.5
7670,250848594.6
7671,250769794.9
7672,246586423.8
7673,239034131
7674,230293182.2
7675,223290310.6
7676,220488545.6
7677,222515605.2
7678,228100184.4
7679,235207593
7680,242209061.4
7681,248043112.7
7682,252024727.9
7683,253262481.9
7684,250886195.8
7685,244915025.3
7686,236534447.3
7687,228079469.7
7688,222152318.3
7689,220409961.9
7690,223020011.1
7691,228623338.2
7692,235344223.4
7693,241612313.9
7694,246494350.7
7695,249209957.2
7696,249046432
7697,245563927.4
7698,239142289
7699,231258408.8
7700,224302160.7
7701,220383154.4
7702,220657114.2
7703,224741026.5
7704,230966524
7705,237550338.8
7706,243145466.4
7707,247231492.1
7708,249492491
7709,249474885.1
7710,246514545.6
7711,241026184.6
7712,234845682.6
7713,230028839.9
7714,228381148.8
7715,230295074.7
7716,234742984.8
7717,239992336.5
7718,244694910.1
7719,248265144.1
7720,250798967.2
7721,252215851.9
7722,251758417.5
7723,249013550.8
7724,244847079.8
7725,240714319.2
7726,238461248.8
7727,239578476.9
7728,243432606
7729,248224307.8
7730,252127869.5
7731,254942949.1
7732,257333953.1
7733,259967559.3
7734,261849422.4
7735,261873727.4
7736,260509207.6
7737,257779887.4
7738,255271249.6
7739,255441931.8
7740,257608804.2
7741,260297650
7742,262531068.3
7743,263461575.1
7744,263898610.8
7745,265212144.5
7746,267330126.9
7747,269197083.3
7748,270265037.5
7749,269522695.6
7750,268028111.3
7751,267863152
7752,269013011.5
7753,270343548.5
7754,270592650.5
7755,268966178
7756,266607257.9
7757,265528263
7758,266433237.5
7759,268562535
7760,270358587.3
7761,270775973
7762,270295139.7
7763,269900532.8
7764,270116244.4
7765,270078741.2
7766,268495898.2
7767,264833345.1
7768,260396679.9
7769,257460718.5
7770,257368753.4
7771,259933550.9
7772,263666475.6
7773,266782014.4
7774,268857841.4
7775,270608489
7776,272219491.2
7777,272797962.8
7778,270991172.2
7779,266588674
7780,261066081.8
7781,256799511.7
7782,255570564.1
7783,257649801.9
7784,261662200.8
7785,265692498.9
7786,268858238.9
7787,271337226.8
7788,273088277.2
7789,273262689.6
7790,270605418.7
7791,265149302.2
7792,258397939.5
7793,252712724.5
7794,250015999.1
7795,250903801.3
7796,254450047.1
7797,258809996.3
7798,262818689.8
7799,266158454.5
7800,268345841.4
7801,268459134.3
7802,265396478.9
7803,259279322
7804,251540659.3
7805,244563253.8
7806,240662154.3
7807,240831392.6
7808,244029809
7809,248534059.5
7810,253002190.6
7811,256949364.3
7812,259782267.7
7813,260531708.1
7814,258093459.8
7815,252288693.5
7816,244447352.6
7817,236945071.5
7818,232213554
7819,231579055.8
7820,234905834.5
7821,240487638.5
7822,246671329
7823,252661099.7
7824,257579959.4
7825,260306026.1
7826,259602508.2
7827,254940241.5
7828,247538306.5
7829,239757612.4
7830,234197908.1
7831,232560296.4
7832,235077485.8
7833,240371635.3
7834,246878792.6
7835,253731364
7836,259796693.2
7837,263867893.8
7838,264632508.2
7839,261180871.4
7840,254311326.7
7841,246270367.6
7842,239383304.8
7843,235689436.2
7844,236230739.8
7845,240259306.3
7846,246299847
7847,253351760.1
7848,260131324.4
7849,265355127
7850,267628014.3
7851,265794904.5
7852,260004582.8
7853,251890254.4
7854,243900273.8
7855,238360302.9
7856,236655805.4
7857,238916827.4
7858,244236147.6
7859,251271513.5
7860,258683302.6
7861,265037738.3
7862,268601362.2
7863,268314866.7
7864,263495382
7865,255140092.4
7866,245438168
7867,236839965.6
7868,231051918.5
7869,229244927.1
7870,231217276.4
7871,235574683.4
7872,240942506.4
7873,246022457.2
7874,249573954.5
7875,250648568.9
7876,248464233.5
7877,242812677
7878,235062497.8
7879,227083786.9
7880,220799719
7881,217752864.1
7882,218400216.5
7883,221991010.8
7884,227071511.9
7885,232342282.6
7886,236693606.5
7887,239724880.2
7888,240791689.4
7889,239015736
7890,234571834.9
7891,228604458.2
7892,223075451.1
7893,219795361.8
7894,219797744.6
7895,222812710.4
7896,227381972.8
7897,231996603.2
7898,235532683.8
7899,238571443.6
7900,241155461.8
7901,242389819.3
7902,241336033.2
7903,238052961.2
7904,233977619.7
7905,230806817.4
7906,229980714.4
7907,231759855.9
7908,234578265.1
7909,236694687.6
7910,237307879.7
7911,237668936.5
7912,238854592.4
7913,240558482.3
7914,241445550.6
7915,240372232.7
7916,237849116.1
7917,235026389.5
7918,233589244.9
7919,234372672.5
7920,235791372.3
7921,235912314.3
7922,234103550.5
7923,231730441.6
7924,230703401.1
7925,231836152.1
7926,234253415
7927,236005654.7
7928,235816024.9
7929,234439645.7
7930,233661078.6
7931,234368675.3
7932,235331811.7
7933,234422994.8
7934,230620465.7
7935,225465798.4
7936,221594584.1
7937,221032772.1
7938,223898822.6
7939,228187195.7
7940,231625035.6
7941,233474760.4
7942,234822267.7
7943,236761012.1
7944,238442514
7945,237830563.6
7946,233582934.1
7947,227030617.6
7948,221065098.4
7949,218568333.7
7950,220650761.2
7951,225912428.4
7952,231756342.5
7953,236003290.5
7954,238695742.8
7955,240919707.5
7956,242530045.7
7957,241859957.9
7958,237208562.2
7959,229508891
7960,221540537.7
7961,216669703.2
7962,216930387
7963,222049144.6
7964,229689147.7
7965,236564394.9
7966,241630234.2
7967,245677100
7968,248601457.8
7969,249086679.3
7970,245344641.3
7971,237779774.4
7972,228770883
7973,221569685.9
7974,219045382.2
7975,222089683.2
7976,229052883.2
7977,236507683.4
7978,242346402.3
7979,246203859.6
7980,248093001.3
7981,246545383.8
7982,241368852.7
7983,232370346.9
7984,220930072.2
7985,210027983.6
7986,203021114.5
7987,201784501
7988,205988703.5
7989,213422427.9
7990,221371348.9
7991,228129113
7992,233074411.2
7993,235556682.3
7994,234468906.1
7995,229148638.9
7996,220439931.1
7997,210898502.2
7998,203697181.5
7999,201226132.2
8000,204353324.7
8001,211714281.6
8002,220761607
8003,229416038.7
8004,236497846.2
8005,241165637
8006,242436168.5
8007,239518031
8008,232660208.2
8009,223494228.7
8010,214952702.9
8011,209820614.1
8012,209734672.5
8013,214777538.5
8014,223054030.9
8015,232024401.9
8016,239778847.4
8017,245291964.2
8018,247874874.6
8019,246826451
8020,241916893.6
8021,233897424.8
8022,224888583.2
8023,217547535.8
8024,214120240.9
8025,215664307
8026,221476887.6
8027,229316947
8028,236828047.8
8029,242613158.9
8030,246063394.6
8031,246837558.3
8032,244549708.4
8033,239151746.6
8034,231703593.9
8035,224312547.3
8036,219490687.5
8037,218722704.7
8038,222272169.4
8039,228924781.6
8040,236094461.7
8041,241990162.5
8042,245880963.6
8043,247970385.4
8044,248199256.9
8045,246093540.3
8046,241512464.9
8047,235439057.7
8048,230048435.1
8049,227067610
8050,227558201.5
8051,231031565.4
8052,235111113.6
8053,237874534.4
8054,238614320.1
8055,237296262.4
8056,234684534.1
8057,231669034.8
8058,227589659.5
8059,222110805
8060,216204371.6
8061,211877191.9
8062,210510667.7
8063,211954620.5
8064,214635469.6
8065,216559678.2
8066,216844044.6
8067,216158740.4
8068,215685166.2
8069,215810947.4
8070,215820557.3
8071,214804784
8072,212881541.1
8073,211313811.4
8074,211563658.6
8075,214004891.9
8076,217292182.6
8077,219493340.2
8078,219631783.4
8079,218654705.6
8080,218408420
8081,219960048.6
8082,222763335.3
8083,225613884.3
8084,227783867
8085,229687303.6
8086,232362558.3
8087,235798342.3
8088,238761862.6
8089,239723332.3
8090,238318629.1
8091,235370113.1
8092,233097311
8093,233569251.7
8094,236384643.2
8095,239986351.7
8096,242971337.4
8097,245165263.6
8098,247187398.5
8099,249263592.9
8100,250295120.5
8101,248842026.8
8102,244464437.4
8103,238528249
8104,233464064.5
8105,231429249.6
8106,232464607.1
8107,235633481.5
8108,240018677.8
8109,244126264.1
8110,247737234.4
8111,250813597.3
8112,252138951
8113,250628281.3
8114,246326068
8115,240101892.9
8116,234293361.1
8117,231236942.3
8118,231552612.7
8119,234761089.1
8120,239562164.9
8121,244458973.9
8122,248750155.7
8123,251912419.2
8124,252943474.5
8125,250492856.4
8126,244302779.3
8127,235885756.9
8128,227750701.4
8129,221899647.7
8130,219886364
8131,221497539.3
8132,225171317.6
8133,229544063.1
8134,233734267.3
8135,237127889.5
8136,238213314.3
8137,235815541
8138,229825991.9
8139,221277378.8
8140,212601650.7
8141,206485278.4
8142,204409377.9
8143,206511098.5
8144,211586996.7
8145,218096890.6
8146,224857576.7
8147,230837256.1
8148,234620698.5
8149,234755020.4
8150,230630607.6
8151,223368313.5
8152,215343327.9
8153,209253019.9
8154,206932200.1
8155,208915457
8156,214349425.9
8157,221346338.9
8158,228645129.2
8159,235389934.4
8160,240115244.3
8161,241210123.1
8162,237728589.3
8163,230499740.4
8164,221832167.4
8165,214434965.9
8166,210306949.7
8167,210457078.5
8168,214555219
8169,221076219.9
8170,228698178.1
8171,236333484
8172,242310932.1
8173,244823951.6
8174,242619531.5
8175,236205901
8176,227541604.3
8177,219191845.4
8178,213399167.7
8179,211497518.2
8180,213813446.6
8181,219422339
8182,227009347.7
8183,235265399.2
8184,242387218.8
8185,246552603.8
8186,246306940.3
8187,241567615.8
8188,233670251.3
8189,224856099.4
8190,217291592
8191,212805272.1
8192,212677485.3
8193,216453708.7
8194,222925491.3
8195,230510629.3
8196,237656932.2
8197,242813092.8
8198,244607188.5
8199,242147917
8200,235864625.9
8201,227292421.8
8202,218763386.6
8203,212147814.6
8204,210168923.9
8205,212499910
8206,218034732.4
8207,225082563.5
8208,232115779.5
8209,237732739
8210,240767232.3
8211,240492201.7
8212,236652561.6
8213,229890131.7
8214,222029342.9
8215,214972030.6
8216,210514929.4
8217,209729168.3
8218,212267749.2
8219,216400493.6
8220,220447644.4
8221,223432872.9
8222,224756647.1
8223,224331276.8
8224,221865192.3
8225,217230864.5
8226,211121972.6
8227,204976887.2
8228,200631090.5
8229,199502738
8230,201788708.2
8231,206132233.4
8232,210615532
8233,214276939.6
8234,217199622.1
8235,219832079.2
8236,222131665.5
8237,223324182
8238,222564518.4
8239,220609763.7
8240,219314823.2
8241,220154851.3
8242,223456208.7
8243,227883432.5
8244,231320694.6
8245,232647222.5
8246,232424327.3
8247,232657719.5
8248,234261017.6
8249,236427852.3
8250,237156712
8251,236066081
8252,234744509.1
8253,234625386.5
8254,236360602.8
8255,238747792.3
8256,239564577.5
8257,237442332.9
8258,233158544.5
8259,229614194.9
8260,228775932.5
8261,230446350.5
8262,232541092.8
8263,233480600.6
8264,233477590.8
8265,233434276.8
8266,234357670.9
8267,235663935
8268,235307211.9
8269,231571329.4
8270,224892091.7
8271,218396033
8272,215156027
8273,216749483.3
8274,220943172.1
8275,225372059.4
8276,229364640.7
8277,232540407.2
8278,235745696.5
8279,238925061.4
8280,239337877.5
8281,235546694.3
8282,228644148.4
8283,220326040.3
8284,214203270.6
8285,212872294.7
8286,216183810.4
8287,221482592
8288,226336825.8
8289,230364579.4
8290,233748297.4
8291,236000537.7
8292,235644292.6
8293,230905045
8294,221933206.3
8295,211146844.4
8296,202083319.1
8297,197640311.4
8298,198814693.8
8299,204347988.8
8300,211486582.2
8301,218114645.5
8302,223659836.9
8303,227981023.8
8304,229968215
8305,227745967.2
8306,220515262.8
8307,210417839.8
8308,200890059.2
8309,194954818.1
8310,194727144.4
8311,200009740.9
8312,208262336.8
8313,216715122.3
8314,224089893.1
8315,229977808.7
8316,233377528.3
8317,232788118.5
8318,227266961.9
8319,218021765.2
8320,208070303.8
8321,200757524.2
8322,198315937
8323,201718626.8
8324,209826916.7
8325,219570904.2
8326,228789508.4
8327,236244188.8
8328,240754080.1
8329,241591836.9
8330,237924624.1
8331,229771528.8
8332,219223783.7
8333,209427173.8
8334,203059614.8
8335,201556954.4
8336,205188709.7
8337,211687455.6
8338,218411912
8339,223341980.1
8340,226129288.1
8341,225979999.7
8342,221756586.8
8343,212947948.5
8344,200740882.8
8345,187720670.2
8346,176857352.7
8347,170315943.3
8348,169044254.3
8349,173856943.1
8350,182427336.8
8351,191224218.1
8352,198298416.4
8353,202538489
8354,203209912.6
8355,199957701
8356,193376107.2
8357,184969196.8
8358,176669669
8359,170803121.1
8360,169147407.9
8361,172406680.7
8362,179264805
8363,187243156.3
8364,194212231.8
8365,198942701.5
8366,201005430.7
8367,200068949.4
8368,196097079.3
8369,189792999.4
8370,182437198
8371,176013999.8
8372,172538042.7
8373,173368377.3
8374,178119909.4
8375,184571279.1
8376,190370512.6
8377,194266048.5
8378,196151091.5
8379,196258358.4
8380,194566017.4
8381,190922374.6
8382,185591526.7
8383,180080012.7
8384,176604913.2
8385,176688966
8386,180496706.6
8387,186271292.2
8388,191580720.2
8389,195034203.9
8390,196624072.5
8391,197443628.2
8392,197878494.1
8393,197409807.4
8394,195608013
8395,193068182.5
8396,191523559.6
8397,191884249.3
8398,194537390.2
8399,198605988
8400,201835507.1
8401,202972375.2
8402,202576051.4
8403,201901891.8
8404,202096939.8
8405,203236578.6
8406,204348330.5
8407,204988567.3
8408,205818270.7
8409,207058665.9
8410,209516089.6
8411,212993289.7
8412,215066576.1
8413,214665109.8
8414,213023888.9
8415,211237293.3
8416,210783433.3
8417,212160105
8418,214404742.6
8419,216400205.7
8420,217949498.4
8421,219773940.3
8422,222312512.3
8423,224669194
8424,224774977.3
8425,221775875.9
8426,216927994.6
8427,211797638.1
8428,208491896.8
8429,208232670.3
8430,209865170.4
8431,212064904.7
8432,214328013
8433,216443636
8434,218703536.3
8435,220334602.5
8436,219421785
8437,215016519.4
8438,208040342.5
8439,200350855.2
8440,193635548.3
8441,190955049.8
8442,191230437.9
8443,193388663.6
8444,196942349.1
8445,200445300.6
8446,203362927.5
8447,204807641.6
8448,203396756
8449,198401511.4
8450,190551315.4
8451,181980050.8
8452,175085192.3
8453,171570475.8
8454,171433463.6
8455,173880455.5
8456,177849023.1
8457,182397515
8458,186742028.1
8459,189732495.6
8460,189734820.7
8461,185801394.5
8462,178626908.6
8463,170526035.4
8464,163822716.9
8465,160037679.1
8466,159884323
8467,163128175.5
8468,168622538.7
8469,175081507.1
8470,181362137.3
8471,186121362.4
8472,187610347
8473,184784079.2
8474,178375761
8475,170520964.8
8476,163711813.5
8477,159760477.4
8478,159575084.9
8479,163104386.8
8480,169241489.4
8481,176760731.7
8482,184495144
8483,190799082.1
8484,193947870.9
8485,192505262.1
8486,186592830.9
8487,178661467.5
8488,171392251.9
8489,166826044.6
8490,166045154
8491,169260210.7
8492,175541839.7
8493,183475056
8494,191778733.7
8495,198760835.9
8496,202573411.4
8497,201697096.2
8498,196135182.8
8499,187922861.4
8500,179704380.2
8501,173571825.1
8502,170884590.6
8503,171976057.2
8504,176059417.6
8505,182496710.1
8506,190214206.5
8507,197845998.3
8508,202910796.6
8509,203610014.2
8510,199562036.3
8511,191876578.5
8512,182822464.9
8513,174933063.2
8514,170392754.8
8515,170075201
8516,173275016.7
8517,179758283.7
8518,188254924.2
8519,197005470.2
8520,204316639.2
8521,208091034.5
8522,206895611.9
8523,201540338.4
8524,193757050.7
8525,185722443.9
8526,179895957
8527,177875147
8528,180595512.5
8529,186652817.7
8530,194607026
8531,203184462.6
8532,210275349.2
8533,214295338.6
8534,214214541
8535,209886892.3
8536,202442871.6
8537,193882495.7
8538,186435911.8
8539,182080087.8
8540,182314285.9
8541,185876361.4
8542,191728615.5
8543,198841651.5
8544,205331028.9
8545,209972667.7
8546,211913753
8547,210805151.6
8548,206739674.4
8549,200761909.2
8550,194362310.8
8551,189693110
8552,188508843.3
8553,190544961.6
8554,194894372
8555,200090954.5
8556,204390278.3
8557,207232545.3
8558,208547885.9
8559,208113900.1
8560,205493036.7
8561,200791224.8
8562,195175439.2
8563,190460123.3
8564,188140038.1
8565,188747793.9
8566,191417001.1
8567,194247407
8568,195654491.4
8569,195521716.2
8570,194752548.5
8571,193709396.3
8572,191936397
8573,189100567.7
8574,184804617.8
8575,180352823.6
8576,177591052.8
8577,177211994.4
8578,178551499.3
8579,179719234.8
8580,179033855.1
8581,176597964.1
8582,173905447.9
8583,172473053.8
8584,172508411.4
8585,172884610.8
8586,172470193.8
8587,171441281.9
8588,171137572.8
8589,172670016.6
8590,175574084.9
8591,177845624.7
8592,177349544
8593,174074337.2
8594,170259889.2
8595,168127425.1
8596,168783533.2
8597,171467435.4
8598,174538112.5
8599,177042111.2
8600,179461512.9
8601,182894385.3
8602,187082453.4
8603,190057417.9
8604,189906627.6
8605,186298547.9
8606,181466129.7
8607,178296041.8
8608,178724452.5
8609,182725888.6
8610,188625866.6
8611,194143949.3
8612,198188251.1
8613,202033850.2
8614,205924730.9
8615,208278900.1
8616,206586790.7
8617,200296901.1
8618,191650744.5
8619,183959687.2
8620,179875605.6
8621,179970100.7
8622,183192418.7
8623,187665863.7
8624,192530701.6
8625,197264210.7
8626,201437669.6
8627,203668811.6
8628,201968054
8629,195496391.7
8630,185856316.3
8631,176245358.1
8632,169770060.9
8633,168161154.6
8634,171350663.3
8635,177492840.3
8636,184474967.6
8637,191074900
8638,196765633.7
8639,200539084.8
8640,200238792
8641,194368982.2
8642,185093180.7
8643,174728691.3
8644,166359774.6
8645,162191110.6
8646,163273546.3
8647,168923497.7
8648,176996686
8649,185588617.9
8650,193389160
8651,199196797.4
8652,201148810.6
8653,197922886.7
8654,190045964.3
8655,179498808.2
8656,169331211
8657,162154532.3
8658,159690586.6
8659,162275814.2
8660,168620352.4
8661,176234167.2
8662,183577295
8663,189762235
8664,192885338.9
8665,191631339.6
8666,185895154.3
8667,176492576.8
8668,165834390.6
8669,156669478.6
8670,151040853.1
8671,150158228.7
8672,154508191.9
8673,162068743.5
8674,170881401.8
8675,179575504.4
8676,185973741.1
8677,188520505.5
8678,186408472.5
8679,179895329.9
8680,170770684
8681,161777634.7
8682,155489703.7
8683,153692245.8
8684,157116586.3
8685,164623911.8
8686,173856307.7
8687,182556210.6
8688,188985163.7
8689,192177107
8690,191557160.5
8691,186747075.3
8692,178700876.8
8693,169405900.7
8694,161198957.9
8695,156204343.4
8696,155975169.9
8697,160496820.2
8698,167632251.4
8699,174620521.3
8700,180283344.8
8701,183672127.3
8702,184204996.9
8703,181714566.2
8704,176303586.8
8705,168844037.3
8706,161362879.6
8707,155875418.9
8708,153778767.6
8709,155660303.7
8710,160234680.1
8711,165262296.8
8712,168893659.1
8713,170645288
8714,170773141.5
8715,169488706.1
8716,166402780.9
8717,161305774.5
8718,155316536
8719,150374859.2
8720,148171462.2
8721,149533938.7
8722,153576906
8723,158047438.8
8724,161085083.1
8725,162402993.2
8726,162880396.1
8727,163164907.6
8728,163070493.5
8729,161787885.3
8730,159536812.2
8731,157281879.9
8732,156520215.3
8733,158330636.5
8734,161981047.9
8735,165307518.9
8736,166624240.5
8737,165700983.2
8738,163889504.2
8739,162710824.1
8740,162482426.4
8741,162511832.4
8742,161989332.6
8743,161157140.3
8744,161168696.4
8745,162851172.7
8746,165552581.2
8747,167309021.8
8748,166528062.9
8749,163277015.3
8750,159241119.7
8751,156264648.5
8752,155149670.6
8753,155646106.8
8754,156744042.9
8755,157937904.4
8756,159526308.3
8757,161910265.4
8758,164619577.3
8759,166085274.7
8760,164848774.4
8761,160951930.1
8762,155986813.1
8763,151805062.1
8764,149494042.5
8765,149180005.8
8766,150046509.3
8767,151208723.2
8768,152754435
8769,154852526.1
8770,156897308.4
8771,157429511.1
8772,155184534.1
8773,150214004.3
8774,143998289.4
8775,138391030.2
8776,134879589.3
8777,133992589.1
8778,135390030.7
8779,138536201.1
8780,143042061
8781,147975274.7
8782,152485229.6
8783,155254416.5
8784,154857006.6
8785,151190052.3
8786,145846575.3
8787,141082374.5
8788,138415046.5
8789,138406583.1
8790,140926991.2
8791,145203173.2
8792,150468126.9
8793,156203456.7
8794,161362947.8
8795,164342973.8
8796,163891158.5
8797,159944190.5
8798,154058232.2
8799,148335178
8800,144524429.5
8801,143625517.5
8802,145662505.9
8803,149902442.6
8804,155563177.2
8805,161726573.6
8806,167210656.1
8807,170373490.9
8808,169674934.7
8809,164911134.8
8810,157637101.3
8811,150238189.3
8812,144546047.4
8813,141628174.7
8814,141728791.6
8815,144694011.8
8816,149700391.9
8817,155862306.2
8818,161885726.4
8819,165963583.8
8820,166318540.3
8821,162344371.6
8822,155356139.8
8823,147697920.4
8824,141340082.4
8825,137501230.6
8826,136935139
8827,139796010.8
8828,145367740.1
8829,152518744.9
8830,159842087.9
8831,165580922.1
8832,167852689
8833,165490124.6
8834,159064478
8835,150995567
8836,143375884.1
8837,137767232.5
8838,135233185
8839,136200294
8840,140510005.1
8841,147185479.2
8842,154915172.6
8843,161868616.5
8844,166025831.7
8845,165985777.7
8846,161760773.8
8847,154771137.8
8848,147381982.6
8849,141607894.9
8850,138771960.3
8851,139767082.4
8852,144626887.7
8853,151855351.8
8854,159949779.6
8855,167357295.1
8856,172712799
8857,174313451.3
8858,171271403.5
8859,165172126.4
8860,157890778.4
8861,151143686.1
8862,146260089.2
8863,144172744.1
8864,145215835.2
8865,148685244.8
8866,153378891.1
8867,158930008
8868,162771170.7
8869,163533866
8870,160722277.1
8871,154644299.1
8872,146366804.2
8873,137618225
8874,130321219.2
8875,125930149.5
8876,125163116.2
8877,127814120.5
8878,133014878.2
8879,139552060.4
8880,145100763.9
8881,148902829.9
8882,150370705.2
8883,148778196.7
8884,144546316.4
8885,139129392.2
8886,134127816.7
8887,131143170.8
8888,131262928.4
8889,133877062.8
8890,137538466.4
8891,140945651.1
8892,143378546.5
8893,144800087.3
8894,145074549.2
8895,143393298.8
8896,139146900.8
8897,133665934.6
8898,127625829.5
8899,122749350.4
8900,120421070.2
8901,120731193.5
8902,122481490.6
8903,124104776.5
8904,125106100.5
8905,125868930.4
8906,127008166.7
8907,128596745.3
8908,129752472.7
8909,129581589.9
8910,128462454.7
8911,127773469.8
8912,128787769.5
8913,131489152.3
8914,134378051.7
8915,135755126.1
8916,135020940.9
8917,133378852.6
8918,132499719.7
8919,132897488.7
8920,134163860.4
8921,135241542.7
8922,135445838.2
8923,135518722.4
8924,136802891.5
8925,139620321.7
8926,142431952.6
8927,143070054.5
8928,140730920
8929,136774517.4
8930,133395775.4
8931,132166949.8
8932,133249305.4
8933,135437966.3
8934,137419506.4
8935,139233506.8
8936,141706294.1
8937,145271088.7
8938,148614649.4
8939,149458465.9
8940,146679345.1
8941,141500336.2
8942,136420688.5
8943,133762542.3
8944,134466710
8945,137788116.7
8946,142304584.2
8947,146799087.1
8948,150997896.9
8949,155912690.2
8950,160564883.4
8951,162612398.8
8952,160367785.9
8953,154652158.1
8954,148123359.5
8955,143460522.3
8956,142274006.9
8957,144454783.8
8958,148469328.3
8959,152771869.7
8960,157072472.2
8961,161360343.4
8962,164777644.4
8963,165536505
8964,161913538.5
8965,154351230
8966,145088938.5
8967,137027058.5
8968,132247980.2
8969,131587040.1
8970,134504093.8
8971,139515200.2
8972,145354320.1
8973,151753022.3
8974,157711844.8
8975,161424675.3
8976,161095130.6
8977,156197158.6
8978,148401741.7
8979,140495162.8
8980,135014871.6
8981,133476805.1
8982,136154885.4
8983,141896619.4
8984,149077781.2
8985,156793222.2
8986,163945726.8
8987,169088806.3
8988,170523570.5
8989,167252658.2
8990,160201917.9
8991,151835568.2
8992,144772895
8993,141097588.8
8994,141965044.5
8995,146788808
8996,153801683.7
8997,161840879.4
8998,169545091.1
8999,175535695.6
9000,178209737.2
9001,176299970
9002,169932213.6
9003,160938170.8
