Datetime,salt_vavg,CopanoEast,MARABWQ,avg,sigma,sigma1
6/11/2013 12:00,33.98113029,33.7,32.7,33.2,1.023528021,1.039178296
6/11/2013 14:00,33.96073614,33.8,32.7,33.25,1.021375523,1.038554622
6/11/2013 16:00,33.93457055,33.7,32.4,33.05,1.026764616,1.047363288
6/11/2013 18:00,33.90535377,33.8,32.8,33.3,1.018178792,1.03369981
6/11/2013 20:00,33.87939916,33.9,32.4,33.15,1.022002991,1.045660468
6/11/2013 22:00,33.8620469,33.9,32.5,33.2,1.019941172,1.041909135
6/12/2013 0:00,33.86301794,34,32.6,33.3,1.016907446,1.038742882
6/12/2013 2:00,33.88381361,34.2,32.8,33.5,1.011457123,1.033043098
6/12/2013 4:00,33.91452641,34.2,32.8,33.5,1.012373923,1.033979464
6/12/2013 6:00,33.94295003,34.2,31.8,33,1.028574243,1.067388366
6/12/2013 8:00,33.96138697,34.2,31.3,32.75,1.036988915,1.085028338
6/12/2013 10:00,33.96009816,33.8,32.9,33.35,1.018293798,1.032221828
6/12/2013 12:00,33.9504071,33.8,31.1,32.45,1.046237507,1.091652962
6/12/2013 14:00,33.93736623,33.9,31.5,32.7,1.037839946,1.077376706
6/12/2013 16:00,33.91731151,33.8,32.3,33.05,1.026242406,1.050071564
6/12/2013 18:00,33.88851465,33.6,31.3,32.45,1.044330189,1.082700148
6/12/2013 20:00,33.85524884,33.8,32.2,33,1.025916631,1.051405243
6/12/2013 22:00,33.82599737,34.2,32.4,33.3,1.015795717,1.044012264
6/13/2013 0:00,33.81522381,34.2,32.6,33.4,1.012431851,1.037276804
6/13/2013 2:00,33.8293787,34.2,32.7,33.45,1.011341665,1.034537575
6/13/2013 4:00,33.85269942,34.1,32,33.05,1.024287426,1.057896857
6/13/2013 6:00,33.87625397,34,31.3,32.65,1.037557549,1.082308434
6/13/2013 8:00,33.88905249,34.1,32.5,33.3,1.017689264,1.042740077
6/13/2013 10:00,33.88480498,34.1,32.4,33.25,1.019091879,1.045827314
6/13/2013 12:00,33.86985862,33.8,32.6,33.2,1.020176464,1.038952718
6/13/2013 14:00,33.85415946,33.9,32.8,33.35,1.015117225,1.032139008
6/13/2013 16:00,33.83420885,34.1,32.1,33.1,1.022181536,1.054025198
6/13/2013 18:00,33.80995123,34,32.6,33.3,1.015313851,1.037115069
6/13/2013 20:00,33.78277559,34.1,32.2,33.15,1.019088253,1.049154521
6/13/2013 22:00,33.76118307,33.9,32.4,33.15,1.018436895,1.042011823
6/14/2013 0:00,33.75376094,33.8,31.8,32.8,1.029078077,1.061439023
6/14/2013 2:00,33.76329391,34.1,32.5,33.3,1.01391273,1.038870582
6/14/2013 4:00,33.77882717,34.1,32.1,33.1,1.020508374,1.052299912
6/14/2013 6:00,33.79002303,34.1,31.9,33,1.023940092,1.059248371
6/14/2013 8:00,33.78993657,34.2,31.9,33.05,1.022388399,1.059245661
6/14/2013 10:00,33.77892412,34.2,32.4,33.3,1.014382106,1.042559386
6/14/2013 12:00,33.7672078,34.1,32.4,33.25,1.015555122,1.042197772
6/14/2013 14:00,33.7606278,34.1,30.7,32.4,1.041994685,1.099694717
6/14/2013 16:00,33.75609698,34.1,31,32.55,1.037053671,1.088906354
6/14/2013 18:00,33.75128803,34.1,31.2,32.65,1.033730108,1.081772052
6/14/2013 20:00,33.74345392,34.3,31.3,32.8,1.028763839,1.078065621
6/14/2013 22:00,33.73040661,34.3,32,33.15,1.017508495,1.054075206
6/15/2013 0:00,33.72359808,34.3,32.6,33.45,1.008179315,1.034466199
6/15/2013 2:00,33.73158004,34.3,32.1,33.2,1.016011447,1.050828039
6/15/2013 4:00,33.75017299,34.3,32.7,33.5,1.00746785,1.032115382
6/15/2013 6:00,33.76876671,34.3,31.7,33,1.023295961,1.06526078
6/15/2013 8:00,33.7808194,34.2,32.4,33.3,1.014439021,1.042617883
6/15/2013 10:00,33.78426537,34.2,32.2,33.2,1.017598355,1.049200788
6/15/2013 12:00,33.7869276,34.3,31.2,32.75,1.031661911,1.082914346
6/15/2013 14:00,33.79771326,34.3,31.7,33,1.024173129,1.06617392
6/15/2013 16:00,33.80669511,34.3,32,33.15,1.019809807,1.056459222
6/15/2013 18:00,33.81320644,34.3,31.7,33,1.024642619,1.066662664
6/15/2013 20:00,33.8155065,34.4,31.3,32.85,1.02939137,1.08036762
6/15/2013 22:00,33.8124147,34.4,31.2,32.8,1.030866302,1.08373124
6/16/2013 0:00,33.80956663,34.2,31.4,32.8,1.03077947,1.076737791
6/16/2013 2:00,33.81458734,34.2,32,33.1,1.021588741,1.056705854
6/16/2013 4:00,33.82886966,33.8,32.6,33.2,1.018941857,1.037695388
6/16/2013 6:00,33.84271888,33.9,31.7,32.8,1.03179021,1.067593656
6/16/2013 8:00,33.84704024,34.3,31.7,33,1.025667886,1.067729976
6/16/2013 10:00,33.83665589,34.6,31.4,33,1.025353209,1.077600506
6/16/2013 12:00,33.82255203,34.4,31.8,33.1,1.021829367,1.063602265
6/16/2013 14:00,33.82322164,34.3,31.7,33,1.02494611,1.066978601
6/16/2013 16:00,33.83615576,34.1,32.3,33.2,1.019161318,1.047559002
6/16/2013 18:00,33.85810791,34.6,32.2,33.4,1.013715806,1.051494034
6/16/2013 20:00,33.87995496,34.2,31.7,32.95,1.028223216,1.068768295
6/16/2013 22:00,33.8883775,34,31.6,32.8,1.033182241,1.072417009
6/17/2013 0:00,33.89385855,34.6,31.8,33.2,1.020899354,1.065844608
6/17/2013 2:00,33.90687973,34,32.1,33.05,1.025926769,1.056289088
6/17/2013 4:00,33.92927533,34.6,32,33.3,1.018897157,1.060289854
6/17/2013 6:00,33.94737022,33.5,31.8,32.65,1.039735688,1.067527366
6/17/2013 8:00,33.94453651,34.5,31.7,33.1,1.025514698,1.070805568
6/17/2013 10:00,33.91605902,34.6,31.8,33.2,1.021568043,1.066542736
6/17/2013 12:00,33.88288866,34.4,31.8,33.1,1.023652226,1.065499644
6/17/2013 14:00,33.8695846,34.3,32.4,33.35,1.015579748,1.045357549
6/17/2013 16:00,33.87573359,34.4,32.1,33.25,1.018819055,1.055318804
6/17/2013 18:00,33.90120216,34.6,31.4,33,1.027309156,1.07965612
6/17/2013 20:00,33.93386228,34.6,31.5,33.05,1.026743186,1.077265469
6/17/2013 22:00,33.95890916,34.5,31.7,33.1,1.025948917,1.071258964
6/18/2013 0:00,33.9795482,34.3,31.9,33.1,1.026572453,1.065189599
6/18/2013 2:00,34.00567116,34.6,32.1,33.35,1.019660305,1.059366703
6/18/2013 4:00,34.035318,34.6,31.9,33.25,1.023618586,1.066937868
6/18/2013 6:00,34.05651886,34,31.9,32.95,1.033581756,1.067602472
6/18/2013 8:00,34.05014194,34.5,33.9,34.2,0.995618185,1.004428966
6/18/2013 10:00,34.00881806,35.3,33.9,34.6,0.982913817,1.003209972
6/18/2013 12:00,33.9552282,35.6,33.8,34.7,0.978536836,1.00459255
6/18/2013 14:00,33.91258438,35.7,33.7,34.7,0.977307907,1.006308142
6/18/2013 16:00,33.89410052,35.8,33.6,34.7,0.976775231,1.008752992
6/18/2013 18:00,33.90593488,35.7,33.4,34.55,0.981358463,1.015147751
6/18/2013 20:00,33.94143631,35.7,33.5,34.6,0.980966367,1.013177203
6/18/2013 22:00,33.97824069,35.8,33.4,34.6,0.982030078,1.017312595
6/19/2013 0:00,34.01075461,35.8,33.4,34.6,0.982969787,1.018286066
6/19/2013 2:00,34.0388728,35.7,33.4,34.55,0.985206159,1.019127928
6/19/2013 4:00,34.07077307,35.7,33.4,34.55,0.986129467,1.020083026
6/19/2013 6:00,34.09674727,35.8,33.4,34.6,0.985455123,1.020860697
6/19/2013 8:00,34.1023173,35.9,33.5,34.7,0.982775715,1.017979621
6/19/2013 10:00,34.07382286,35.8,33.4,34.6,0.984792568,1.020174337
6/19/2013 12:00,34.01513951,35.8,33.5,34.65,0.981677908,1.015377299
6/19/2013 14:00,33.97234563,35.8,33.3,34.55,0.983280626,1.020190559
6/19/2013 16:00,33.95659721,35.9,33.2,34.55,0.982824811,1.022789073
6/19/2013 18:00,33.97455336,35.9,33.2,34.55,0.983344526,1.023329921
6/19/2013 20:00,34.01275421,35.8,33.2,34.5,0.985876934,1.024480548
6/19/2013 22:00,34.05666888,35.6,33.1,34.35,0.99146052,1.028902383
6/20/2013 0:00,34.10615758,35.5,33.1,34.3,0.994348618,1.03039751
6/20/2013 2:00,34.15293176,35.7,33,34.35,0.994262933,1.034937326
6/20/2013 4:00,34.1948529,35.6,33.2,34.4,0.994036422,1.029965449
6/20/2013 6:00,34.22801031,35.8,32.9,34.35,0.996448626,1.040365055
6/20/2013 8:00,34.24447213,35.5,32.5,34,1.007190357,1.053676066
6/20/2013 10:00,34.23722265,35.6,33.1,34.35,0.996716817,1.03435718
6/20/2013 12:00,34.2022219,35.9,32.9,34.4,0.994250636,1.039581213
6/20/2013 14:00,34.15296134,35.9,33.3,34.6,0.987079807,1.025614455
6/20/2013 16:00,34.11173569,35.6,32.9,34.25,0.995963086,1.036830872
6/20/2013 18:00,34.10111332,35.6,33.2,34.4,0.991311434,1.027141968
6/20/2013 20:00,34.12678923,35.6,32.7,34.15,0.999320329,1.043632698
6/20/2013 22:00,34.17696801,35.6,33,34.3,0.996413061,1.035665697
6/21/2013 0:00,34.23329624,35.6,32.9,34.25,0.999512299,1.040525722
6/21/2013 2:00,34.28421041,35.8,32.5,34.15,1.003930027,1.054898782
6/21/2013 4:00,34.32736684,35.4,33.1,34.25,1.002258886,1.037080569
6/21/2013 6:00,34.373723,35.6,33.2,34.4,0.999236134,1.035353102
6/21/2013 8:00,34.41030261,35.5,32.7,34.1,1.009099783,1.052302832
6/21/2013 10:00,34.41049985,35.5,32.5,34,1.012073525,1.058784611
6/21/2013 12:00,34.3771794,35.6,32.9,34.25,1.003713267,1.04489907
6/21/2013 14:00,34.33340755,35.6,32.7,34.15,1.005370646,1.049951301
6/21/2013 16:00,34.28315721,35.6,32.9,34.25,1.000968094,1.042041253
6/21/2013 18:00,34.25349311,35.6,32.9,34.25,1.000101988,1.041139608
6/21/2013 20:00,34.25950899,35.6,33.1,34.35,0.997365618,1.035030483
6/21/2013 22:00,34.29956345,35.6,33.1,34.35,0.998531687,1.036240588
6/22/2013 0:00,34.36728044,35.7,32.2,33.95,1.012291029,1.067306846
6/22/2013 2:00,34.44716568,35.7,32.3,34,1.013151932,1.066475718
6/22/2013 4:00,34.52756919,35.3,32.5,33.9,1.018512365,1.062386744
6/22/2013 6:00,34.59688539,35.5,33.2,34.35,1.007187348,1.042074861
6/22/2013 8:00,34.64528141,35.5,32.3,33.9,1.021984702,1.072609332
6/22/2013 10:00,34.65820502,35.6,32.7,34.15,1.014881553,1.059883946
6/22/2013 12:00,34.62918147,35.6,33.1,34.35,1.008127554,1.046198836
6/22/2013 14:00,34.57015798,35.5,33.3,34.4,1.004946453,1.038142882
6/22/2013 16:00,34.49448851,35.2,33.6,34.4,1.002746759,1.026621682
6/22/2013 18:00,34.4361773,35.5,33.3,34.4,1.001051666,1.034119438
6/22/2013 20:00,34.41540373,35.6,33.2,34.4,1.000447783,1.036608546
6/22/2013 22:00,34.43593757,35.6,33,34.3,1.003963195,1.04351326
6/23/2013 0:00,34.494402,35.5,32.9,34.2,1.008608246,1.048462067
6/23/2013 2:00,34.57273405,35.5,33,34.25,1.009422892,1.047658607
6/23/2013 4:00,34.65578311,35.8,33.2,34.5,1.004515452,1.043848889
6/23/2013 6:00,34.732816,35.6,33,34.3,1.012618542,1.052509576
6/23/2013 8:00,34.79541768,35.7,33,34.35,1.012967036,1.054406596
6/23/2013 10:00,34.8270761,35.6,33.1,34.35,1.013888678,1.052177526
6/23/2013 12:00,34.82037724,35.6,32.9,34.25,1.01665335,1.058370129
6/23/2013 14:00,34.77797169,35.6,34,34.8,0.999367003,1.02288152
6/23/2013 16:00,34.70504921,35.8,34.6,35.2,0.985938898,1.003036104
6/23/2013 18:00,34.63205899,35.8,33.9,34.85,0.993746313,1.02159466
6/23/2013 20:00,34.58978031,35.7,33.6,34.65,0.998262058,1.029457747
6/23/2013 22:00,34.5878712,35.7,33.5,34.6,0.999649457,1.032473767
6/24/2013 0:00,34.63001001,35.7,33.5,34.6,1.000867341,1.033731642
6/24/2013 2:00,34.69575777,35.7,33.5,34.6,1.002767566,1.035694262
6/24/2013 4:00,34.76258611,35.8,32.7,34.25,1.014966018,1.063076028
6/24/2013 6:00,34.82165831,35.9,33.6,34.75,1.00206211,1.036358878
6/24/2013 8:00,34.86682128,35.8,31.7,33.75,1.033091001,1.099899725
6/24/2013 10:00,34.89373786,35.8,32.1,33.95,1.027797875,1.087032332
6/24/2013 12:00,34.90490253,35.7,32.1,33.9,1.029643142,1.087380141
6/24/2013 14:00,34.89870014,35.7,33.1,34.4,1.014497097,1.054341394
6/24/2013 16:00,34.86543605,35.8,33.2,34.5,1.010592349,1.050163737
6/24/2013 18:00,34.81343359,36,33.9,34.95,0.996092521,1.026944944
6/24/2013 20:00,34.76761997,35.9,34.4,35.15,0.989121479,1.010686627
6/24/2013 22:00,34.74773892,35.9,34.7,35.3,0.98435521,1.001375761
6/25/2013 0:00,34.76938138,35.7,33.6,34.65,1.00344535,1.034803017
6/25/2013 2:00,34.82740841,36,33.5,34.75,1.00222758,1.039624132
6/25/2013 4:00,34.89615399,36.1,34.7,35.4,0.985767062,1.005652853
6/25/2013 6:00,34.95197697,36.2,33,34.6,1.010172745,1.059150817
6/25/2013 8:00,34.99351897,35.9,33.7,34.8,1.00556089,1.038383352
6/25/2013 10:00,35.02304867,36.1,33.9,35,1.000658534,1.033128279
6/25/2013 12:00,35.04149165,35.8,33.7,34.75,1.008388249,1.039806874
6/25/2013 14:00,35.05045007,35.7,33.8,34.75,1.008646045,1.036995564
6/25/2013 16:00,35.03976918,35.8,33,34.4,1.018597941,1.061811187
6/25/2013 18:00,35.00438989,35.9,35,35.45,0.987429898,1.000125426
6/25/2013 20:00,34.9592287,35.9,35.7,35.8,0.976514768,0.979250104
6/25/2013 22:00,34.92693829,34.9,31.9,33.4,1.045716715,1.094888348
6/26/2013 0:00,34.92660021,35.7,31.6,33.65,1.037937599,1.105272159
6/26/2013 2:00,34.9575293,36.1,34.7,35.4,0.987500828,1.007421594
6/26/2013 4:00,35.00219829,36.1,35.1,35.6,0.983207817,0.997213627
6/26/2013 6:00,35.04065811,34.2,34.1,34.15,1.026080765,1.027585282
6/26/2013 8:00,35.06883825,35.2,33.8,34.5,1.016488065,1.037539593
6/26/2013 10:00,35.08958317,36,34.8,35.4,0.991231163,1.008321355
6/26/2013 12:00,35.1063922,35.9,33.5,34.7,1.011711591,1.047952006
6/26/2013 14:00,35.1213891,35.8,34,34.9,1.006343527,1.032982032
6/26/2013 16:00,35.12241576,35.7,33.8,34.75,1.010717,1.039124727
6/26/2013 18:00,35.10470431,35.8,33.9,34.85,1.007308589,1.035537
6/26/2013 20:00,35.07252495,35.9,35.7,35.8,0.979679468,0.982423668
6/26/2013 22:00,35.03999354,35.7,34.9,35.3,0.992634378,1.004011276
6/27/2013 0:00,35.02735413,35.6,35.1,35.35,0.990872818,0.997930317
6/27/2013 2:00,35.03988577,36,34.4,35.2,0.9954513,1.018601331
6/27/2013 4:00,35.07152512,36,35.5,35.75,0.981021682,0.987930285
6/27/2013 6:00,35.10273749,36.2,34.5,35.35,0.993005304,1.017470652
6/27/2013 8:00,35.12574592,35.6,34.6,35.1,1.000733502,1.015194969
6/27/2013 10:00,35.13975351,36.2,34.6,35.4,0.992648404,1.015599812
6/27/2013 12:00,35.15535751,36,35,35.5,0.990291761,1.004438786
6/27/2013 14:00,35.17720782,35.9,35.1,35.5,0.990907263,1.002199653
6/27/2013 16:00,35.19265,35.9,34.4,35.15,1.001213371,1.023042151
6/27/2013 18:00,35.19142351,35.9,34,34.95,1.006907683,1.035041868
6/27/2013 20:00,35.17573966,36.1,35.1,35.6,0.988082575,1.002157825
6/27/2013 22:00,35.15487087,36.1,34.1,35.1,1.001563273,1.03093463
6/28/2013 0:00,35.14541871,36.2,35.3,35.75,0.983088635,0.995620927
6/28/2013 2:00,35.15509553,36.3,35.2,35.75,0.983359316,0.998724305
6/28/2013 4:00,35.18641228,36.5,35.9,36.2,0.972000339,0.980122905
6/28/2013 6:00,35.21715966,36,34.9,35.45,0.993431866,1.009087669
6/28/2013 8:00,35.23278273,36.4,35.7,36.05,0.977331005,0.986912681
6/28/2013 10:00,35.23673411,36.1,35.2,35.65,0.988407689,1.001043583
6/28/2013 12:00,35.24171862,36,34.7,35.35,0.996936877,1.015611488
6/28/2013 14:00,35.25901319,36,34.5,35.25,1.000255693,1.022000382
6/28/2013 16:00,35.28354987,36.1,35.3,35.7,0.98833473,0.999533991
6/28/2013 18:00,35.2990893,36.3,34.1,35.2,1.002815037,1.035163909
6/28/2013 20:00,35.29584466,36.1,35.4,35.75,0.987296354,0.997057759
6/28/2013 22:00,35.28227578,36.3,34.5,35.4,0.996674457,1.02267466
6/29/2013 0:00,35.27487354,35.7,35.1,35.4,0.996465354,1.004982152
6/29/2013 2:00,35.27872297,35.7,35.4,35.55,0.992369141,0.996574095
6/29/2013 4:00,35.29636216,36.5,35.4,35.95,0.981818141,0.997072378
6/29/2013 6:00,35.3148654,36.3,35.5,35.9,0.983700986,0.994784941
6/29/2013 8:00,35.31783912,36.4,35.8,36.1,0.978333494,0.986531819
6/29/2013 10:00,35.30767354,35.9,33.6,34.75,1.01604816,1.050823617
6/29/2013 12:00,35.30020696,36.2,34.2,35.2,1.002846789,1.032169794
6/29/2013 14:00,35.30596826,36,33.4,34.7,1.017463062,1.057064918
6/29/2013 16:00,35.33121001,36.3,35.3,35.8,0.986905308,1.000884136
6/29/2013 18:00,35.36529003,36.4,34.4,35.4,0.999019492,1.028060757
6/29/2013 20:00,35.39110037,36.3,34.8,35.55,0.995530249,1.016985643
6/29/2013 22:00,35.40333338,36.4,35.8,36.1,0.980701756,0.988919927
6/30/2013 0:00,35.40973514,36.4,35.6,36,0.983603754,0.994655482
6/30/2013 2:00,35.41919175,36.3,35.3,35.8,0.989362898,1.003376537
6/30/2013 4:00,35.43773119,36.1,35.5,35.8,0.98988076,0.998245949
6/30/2013 6:00,35.45088575,36,35.6,35.8,0.990248205,0.995811398
6/30/2013 8:00,35.44235606,36,35.7,35.85,0.988629179,0.992783083
6/30/2013 10:00,35.41780811,36,34.1,35.05,1.010493812,1.038645399
6/30/2013 12:00,35.39108502,35.9,35.8,35.85,0.987199024,0.988577794
6/30/2013 14:00,35.37786349,35.8,35.8,35.8,0.988208477,0.988208477
6/30/2013 16:00,35.38533146,35.7,34.4,35.05,1.009567231,1.028643356
6/30/2013 18:00,35.41164232,35.8,35.5,35.65,0.99331395,0.997511051
6/30/2013 20:00,35.44535586,35.8,34.9,35.35,1.002697478,1.015626242
6/30/2013 22:00,35.47129677,35.9,35.5,35.7,0.993593747,0.999191458
7/1/2013 0:00,35.48945134,35.9,35.6,35.75,0.992711926,0.996894701
7/1/2013 2:00,35.50474557,35.7,35.8,35.75,0.993139736,0.99175267
7/1/2013 4:00,35.51864107,35.8,35.8,35.8,0.992140812,0.992140812
7/1/2013 6:00,35.52771445,35.7,35.9,35.8,0.992394258,0.989629929
7/1/2013 8:00,35.52352058,35.6,35.2,35.4,1.003489282,1.009190926
7/1/2013 10:00,35.49155555,35.7,35.3,35.5,0.999762128,1.005426503
7/1/2013 12:00,35.44973691,35.8,35.2,35.5,0.998584138,1.007094799
7/1/2013 14:00,35.41892567,35.7,34.8,35.25,1.004792218,1.017785221
7/1/2013 16:00,35.413941,35.7,35,35.35,1.001808798,1.011826886
7/1/2013 18:00,35.43410052,35.7,34.5,35.1,1.009518533,1.027075377
7/1/2013 20:00,35.47009411,35.7,35.5,35.6,0.996350958,0.999157581
7/1/2013 22:00,35.50673204,35.1,35.6,35.35,1.004433721,0.997380113
7/2/2013 0:00,35.53581354,35.6,35.5,35.55,0.999600944,1.001008832
7/2/2013 2:00,35.55894643,35.9,35.1,35.5,1.001660463,1.013075397
7/2/2013 4:00,35.57887044,35.6,34.2,34.9,1.019451875,1.040317849
7/2/2013 6:00,35.59256107,35.3,34.1,34.7,1.025722221,1.043770119
7/2/2013 8:00,35.59147643,35.3,34.1,34.7,1.025690963,1.043738312
7/2/2013 10:00,35.56935395,35.4,33.1,34.25,1.038521283,1.074602838
7/2/2013 12:00,35.52941408,35.2,34.8,35,1.015126117,1.020960175
7/2/2013 14:00,35.49255725,36.1,35.2,35.65,0.995583654,1.008311286
7/2/2013 16:00,35.48112055,36,35.3,35.65,0.995262849,1.005130894
7/2/2013 18:00,35.49585011,36,34.5,35.25,1.006974471,1.028865221
7/2/2013 20:00,35.53291383,36.1,34.9,35.5,1.00092715,1.018135067
7/2/2013 22:00,35.58025931,36.2,35.4,35.8,0.993861992,1.005092071
7/3/2013 0:00,35.62493164,36.1,35.4,35.75,0.996501584,1.006354001
7/3/2013 2:00,35.66421903,36.1,34.8,35.45,1.00604285,1.02483388
7/3/2013 4:00,35.69464356,36,34,35,1.019846959,1.049842458
7/3/2013 6:00,35.71221473,35.9,35.1,35.5,1.00597788,1.017442015
7/3/2013 8:00,35.71235656,35.9,34.5,35.2,1.014555584,1.03514077
7/3/2013 10:00,35.69529508,35.8,34.4,35.1,1.016959974,1.037653927
7/3/2013 12:00,35.66896543,35.7,33.4,34.55,1.032386843,1.067933097
7/3/2013 14:00,35.64231232,35.6,34,34.8,1.024204377,1.048303304
7/3/2013 16:00,35.62510019,35.6,34.8,35.2,1.01207671,1.023709776
7/3/2013 18:00,35.62898114,35.5,34,34.75,1.025294421,1.04791121
7/3/2013 20:00,35.6538798,35.7,34.7,35.2,1.012894312,1.027489331
7/3/2013 22:00,35.69281448,35.7,33.9,34.8,1.025655588,1.052885383
7/4/2013 0:00,35.73449463,35.7,35,35.35,1.010876793,1.020985561
7/4/2013 2:00,35.77054383,36,34.4,35.2,1.016208632,1.03984139
7/4/2013 4:00,35.80281977,35.6,36,35.8,1.000078764,0.994522771
7/4/2013 6:00,35.82807709,35.7,35,35.35,1.013524104,1.023659346
7/4/2013 8:00,35.83839824,35.6,35.1,35.35,1.013816075,1.021036987
7/4/2013 10:00,35.83509006,35.5,36,35.75,1.002380142,0.995419168
7/4/2013 12:00,35.82180962,35.6,35,35.3,1.014782142,1.023480275
7/4/2013 14:00,35.80368152,35.5,35.6,35.55,1.007135908,1.005721391
7/4/2013 16:00,35.79068142,35.5,35.8,35.65,1.003946183,0.999739704
7/4/2013 18:00,35.79084341,35.7,36.3,36,0.994190095,0.985973648
7/4/2013 20:00,35.80465533,35.7,36.1,35.9,0.99734416,0.991818707
7/4/2013 22:00,35.82836283,35.7,36.2,35.95,0.996616491,0.98973378
7/5/2013 0:00,35.85748717,35.9,35.5,35.7,1.004411405,1.010070061
7/5/2013 2:00,35.88693123,36,36.1,36.05,0.995476595,0.994097818
7/5/2013 4:00,35.91673339,36,36.2,36.1,0.994923363,0.992174955
7/5/2013 6:00,35.93941929,35.9,36.4,36.15,0.994174807,0.987346684
7/5/2013 8:00,35.95173163,35.8,36.4,36.1,0.995892843,0.987684935
7/5/2013 10:00,35.95353654,35.8,36,35.9,1.001491269,0.998709348
7/5/2013 12:00,35.94753641,35.6,36.3,35.95,0.999931472,0.990290259
7/5/2013 14:00,35.93792499,35.5,36.7,36.1,0.995510388,0.979235013
7/5/2013 16:00,35.93005362,35.5,35.9,35.7,1.006444079,1.000837148
7/5/2013 18:00,35.92658935,35.6,36.3,35.95,0.9993488,0.989713205
7/5/2013 20:00,35.93221289,35.7,35.3,35.5,1.012175011,1.017909714
7/5/2013 22:00,35.94412211,35.7,35.7,35.7,1.006838154,1.006838154
7/6/2013 0:00,35.96161064,35.7,36.1,35.9,1.001716174,0.9961665
7/6/2013 2:00,35.98160401,35.71666667,36.4,36.05833333,0.997872078,0.988505605
7/6/2013 4:00,36.00350816,35.73333333,36.3,36.01666667,0.999634655,0.991832181
7/6/2013 6:00,36.02453949,35.75,36.4,36.075,0.998601233,0.989685151
7/6/2013 8:00,36.03873666,35.76666667,36.1,35.93333333,1.002933302,0.998302955
7/6/2013 10:00,36.04397283,35.78333333,36.1,35.94166667,1.00284645,0.998448001
7/6/2013 12:00,36.03933414,35.8,36.5,36.15,0.996938704,0.987379018
7/6/2013 14:00,36.02894818,35.81666667,35.8,35.80833333,1.006160992,1.006395201
7/6/2013 16:00,36.02149682,35.83333333,35.8,35.81666667,1.00571885,1.006187062
7/6/2013 18:00,36.01714675,35.85,36.4,36.125,0.997014443,0.989482054
7/6/2013 20:00,36.01798076,35.86666667,36.5,36.18333333,0.995430146,0.986793994
7/6/2013 22:00,36.02653165,35.88333333,36.5,36.19166667,0.995437209,0.987028264
7/7/2013 0:00,36.02967429,35.9,36.5,36.2,0.99529487,0.987114364
7/7/2013 2:00,36.0193091,35.91666667,36.6,36.25833333,0.993407744,0.984134128
7/7/2013 4:00,35.998764,35.93333333,36.5,36.21666667,0.993983359,0.986267507
7/7/2013 6:00,35.9744715,35.95,35.8,35.875,1.002772725,1.004873505
7/7/2013 8:00,35.95503562,35.96666667,34.3,35.13333333,1.023388111,1.048251767
7/7/2013 10:00,35.94332449,35.98333333,36.4,36.19166667,0.993138139,0.987453969
7/7/2013 12:00,35.94090399,36,32,34,1.057085412,1.12315325
7/7/2013 14:00,35.94949309,36.01666667,32.9,34.45833333,1.043274286,1.092689759
7/7/2013 16:00,35.96378714,36.03333333,33.2,34.61666667,1.038915372,1.083246601
7/7/2013 18:00,35.97436831,36.05,35.4,35.725,1.006980219,1.016225093
7/7/2013 20:00,35.98033096,36.06666667,35.6,35.83333333,1.004102259,1.010683454
7/7/2013 22:00,35.98664627,36.08333333,34.9,35.49166667,1.013946361,1.031135996
7/8/2013 0:00,35.99494128,36.1,34.9,35.5,1.013942008,1.031373676
7/8/2013 2:00,35.99661296,36.11666667,36.5,36.30833333,0.991414633,0.986208574
7/8/2013 4:00,35.9994236,36.13333333,35.1,35.61666667,1.010746568,1.025624604
7/8/2013 6:00,36.00545017,36.15,35.7,35.925,1.002239392,1.008556027
7/8/2013 8:00,36.01277739,36.16666667,34.3,35.23333333,1.022122348,1.049935201
7/8/2013 10:00,36.01659662,36.18333333,34.4,35.29166667,1.020541108,1.046994088
7/8/2013 12:00,36.01741124,36.2,32.8,34.5,1.043982934,1.098091806
7/8/2013 14:00,36.02029958,36.21666667,33.2,34.70833333,1.037799748,1.084948782
7/8/2013 16:00,36.0252514,36.23333333,36.6,36.41666667,0.989251755,0.984296486
7/8/2013 18:00,36.03117111,36.25,34.6,35.425,1.017111393,1.041363327
7/8/2013 20:00,36.03624219,36.26666667,35.8,36.03333333,1.000080727,1.006598944
7/8/2013 22:00,36.0398105,36.28333333,36.9,36.59166667,0.984918529,0.976688631
7/9/2013 0:00,36.04876955,36.3,36.9,36.6,0.984939059,0.976931424
7/9/2013 2:00,36.06548376,36.31666667,35.3,35.80833333,1.007181301,1.021685092
7/9/2013 4:00,36.08008708,36.33333333,35.2,35.76666667,1.008762919,1.025002474
7/9/2013 6:00,36.0925188,36.35,34.9,35.625,1.013123335,1.034169593
7/9/2013 8:00,36.1010256,36.36666667,36,36.18333333,0.997725258,1.002806267
7/9/2013 10:00,36.10753602,36.38333333,37.2,36.79166667,0.981405282,0.970632689
7/9/2013 12:00,36.11366556,36.4,37.2,36.8,0.981349608,0.970797461
7/9/2013 14:00,36.12156785,36.1,37.2,36.65,0.98558166,0.971009888
7/9/2013 16:00,36.12445191,36,37,36.5,0.989711011,0.976336538
7/9/2013 18:00,36.12316615,36,37.05,36.525,0.988998389,0.974984241
7/9/2013 20:00,36.12152736,36.1,37.1,36.6,0.986926977,0.973626075
