Datetime,salt_vavg,CopanoEast,MARABWQ,avg,sigma,sigma1
1/5/2010 12:00,14.51146079,15,18.7,16.85,0.86121429,0.776013946
1/5/2010 14:00,14.42498072,15.2,19.7,17.45,0.82664646,0.732232524
1/5/2010 16:00,14.39420094,14,20.2,17.1,0.841766137,0.712584205
1/5/2010 18:00,14.44867801,13.3,20.3,16.8,0.860040358,0.711757537
1/5/2010 20:00,14.53545922,11.5,19.7,15.6,0.931760207,0.73784057
1/5/2010 22:00,14.57781505,15.2,19.5,17.35,0.840219887,0.747580259
1/6/2010 0:00,14.546437,15.2,19.5,17.35,0.838411354,0.745971128
1/6/2010 2:00,14.4652173,15.2,19.4,17.3,0.836139728,0.745629758
1/6/2010 4:00,14.39928252,15.3,19.6,17.45,0.825173783,0.734657271
1/6/2010 6:00,14.39436431,15.3,19.7,17.5,0.822535103,0.730678391
1/6/2010 8:00,14.43187439,15.4,19.8,17.6,0.819992863,0.728882545
1/6/2010 10:00,14.45050513,13.5,19.6,16.55,0.873142304,0.73727067
1/6/2010 12:00,14.41589825,13.9,19.5,16.7,0.86322744,0.739276833
1/6/2010 14:00,14.34737385,14.1,19.7,16.9,0.848957032,0.728293089
1/6/2010 16:00,14.29897756,14.3,19.2,16.75,0.853670302,0.744738415
1/6/2010 18:00,14.29979183,15.7,19.4,17.55,0.814802953,0.737102672
1/6/2010 20:00,14.32385198,14.1,19.7,16.9,0.847565206,0.727099085
1/6/2010 22:00,14.28171098,15.9,20,17.95,0.795638495,0.714085549
1/7/2010 0:00,14.1346289,15.9,20.1,18,0.785257161,0.703215368
1/7/2010 2:00,13.94391397,16,20.4,18.2,0.766149119,0.683525195
1/7/2010 4:00,13.80602417,16.1,20.3,18.2,0.758572757,0.680099713
1/7/2010 6:00,13.75589663,15.7,20.8,18.25,0.75374776,0.661341184
1/7/2010 8:00,13.78131362,15.6,21,18.3,0.753077247,0.656253029
1/7/2010 10:00,13.85725592,15.5,19.8,17.65,0.78511365,0.69986141
1/7/2010 12:00,13.947428,15.4,19.2,17.3,0.806209711,0.726428542
1/7/2010 14:00,14.04926231,15.4,19.1,17.25,0.814449989,0.735563471
1/7/2010 16:00,14.12227532,15.4,18.8,17.1,0.825864054,0.751184857
1/7/2010 18:00,14.1778638,15,18.6,16.8,0.843920464,0.762250742
1/7/2010 20:00,14.20681989,15,18.5,16.75,0.848168352,0.76793621
1/7/2010 22:00,14.19794303,15,18.2,16.6,0.855297773,0.78010676
1/8/2010 0:00,14.12088371,15,17.4,16.2,0.871659488,0.811545041
1/8/2010 2:00,13.97093254,15.1,18.1,16.6,0.841622442,0.771874726
1/8/2010 4:00,13.83019916,14.9,18.8,16.85,0.820783333,0.735648892
1/8/2010 6:00,13.75822324,14.9,19,16.95,0.811694587,0.724117013
1/8/2010 8:00,13.7773851,14.9,19.2,17.05,0.808057777,0.717572141
1/8/2010 10:00,13.87858104,15.1,18.4,16.75,0.828572003,0.754270709
1/8/2010 12:00,14.01083818,15.3,18.1,16.7,0.838972346,0.774079457
1/8/2010 14:00,14.12907604,15.2,17.9,16.55,0.853720606,0.789333857
1/8/2010 16:00,14.23522758,15.4,17.8,16.6,0.85754383,0.799731887
1/8/2010 18:00,14.33050142,15,18.3,16.65,0.860690776,0.783087509
1/8/2010 20:00,14.39270079,15.2,18.8,17,0.846629458,0.765569191
1/8/2010 22:00,14.39446559,15.2,18.8,17,0.84673327,0.765663063
1/9/2010 0:00,14.30486129,15.2,18.8,17,0.841462429,0.760896877
1/9/2010 2:00,14.13592536,15,18.5,16.75,0.843935842,0.764104073
1/9/2010 4:00,13.95527978,14.9,18.4,16.65,0.838154942,0.758439119
1/9/2010 6:00,13.84176492,14.8,18.7,16.75,0.826374025,0.740201332
1/9/2010 8:00,13.81114875,14.8,18.5,16.65,0.829498423,0.746548581
1/9/2010 10:00,13.88413519,15,18.4,16.7,0.831385341,0.754572565
1/9/2010 12:00,14.03690673,15.1,18.6,16.85,0.833050844,0.754672405
1/9/2010 14:00,14.21020185,15.2,18.7,16.95,0.838359991,0.759903843
1/9/2010 16:00,14.37991977,15.4,18.7,17.05,0.843397054,0.768979667
1/9/2010 18:00,14.52581061,15.5,18.7,17.1,0.849462609,0.776781316
1/9/2010 20:00,14.63490816,15.5,18.9,17.2,0.850866754,0.774333765
1/9/2010 22:00,14.67079646,15.8,18.6,17.2,0.852953282,0.788752498
1/10/2010 0:00,14.60095298,16.1,18.6,17.35,0.841553486,0.784997472
1/10/2010 2:00,14.43659802,16,19.4,17.7,0.815627007,0.744154537
1/10/2010 4:00,14.21945711,15.6,20,17.8,0.798845905,0.710972855
1/10/2010 6:00,14.03178142,15.3,18.8,17.05,0.822978382,0.746371352
1/10/2010 8:00,13.91545464,14.9,18.5,16.7,0.833260757,0.752186737
1/10/2010 10:00,13.89652679,14.9,18.5,16.7,0.832127353,0.75116361
1/10/2010 12:00,13.97721288,15.1,18.5,16.8,0.831976957,0.75552502
1/10/2010 14:00,14.1082291,15.3,18.5,16.9,0.834806456,0.762606979
1/10/2010 16:00,14.2515354,15.4,18.5,16.95,0.840798549,0.770353265
1/10/2010 18:00,14.38030766,15.8,18.7,17.25,0.833641024,0.76900041
1/10/2010 20:00,14.46413623,15.9,18.6,17.25,0.838500651,0.777641733
1/10/2010 22:00,14.46912626,13.5,18.7,16.1,0.898703495,0.773750068
1/11/2010 0:00,14.36927547,15.9,19,17.45,0.823454182,0.756277657
1/11/2010 2:00,14.16977547,16.1,19.2,17.65,0.80282014,0.738009139
1/11/2010 4:00,13.92028711,16.1,19.8,17.95,0.77550346,0.703044803
1/11/2010 6:00,13.73372935,16,21.2,18.6,0.738372546,0.647817422
1/11/2010 8:00,13.62342483,15.6,19.7,17.65,0.77186543,0.691544408
1/11/2010 10:00,13.57249007,15.6,19.2,17.4,0.780028165,0.706900524
1/11/2010 12:00,13.57839803,15.8,18.8,17.3,0.784878499,0.722255214
1/11/2010 14:00,13.68895649,15.8,19,17.4,0.786721637,0.720471394
1/11/2010 16:00,13.89377228,15.8,19,17.4,0.79849266,0.731251173
1/11/2010 18:00,14.15497471,15.9,19.1,17.5,0.808855698,0.741098152
1/11/2010 20:00,14.41161555,16.1,19.1,17.6,0.818841793,0.754534846
1/11/2010 22:00,14.59775548,16.3,20,18.15,0.804284049,0.729887774
1/12/2010 0:00,14.64317686,16.3,20.6,18.45,0.793668123,0.710833828
1/12/2010 2:00,14.51733983,16.3,21.2,18.75,0.774258124,0.684780181
1/12/2010 4:00,14.27726468,16.3,22.5,19.4,0.735941478,0.634545097
1/12/2010 6:00,14.01052802,16.3,21.4,18.85,0.743264086,0.654697571
1/12/2010 8:00,13.81976763,16.1,20.1,18.1,0.763523073,0.687550628
1/12/2010 10:00,13.72320691,15.8,20.4,18.1,0.758188227,0.672706221
1/12/2010 12:00,13.69983933,15.7,19.6,17.65,0.776194863,0.698971394
1/12/2010 14:00,13.76762848,15.6,19,17.3,0.795816675,0.724612025
1/12/2010 16:00,13.93375293,15.6,19.1,17.35,0.803098151,0.72951586
1/12/2010 18:00,14.16632345,15.8,19,17.4,0.81415652,0.745595971
1/12/2010 20:00,14.39990306,15.9,19,17.45,0.825209344,0.757889635
1/12/2010 22:00,14.57404799,16,19,17.5,0.832802742,0.767055157
1/13/2010 0:00,14.63927416,16.1,20.5,18.3,0.799960337,0.714110935
1/13/2010 2:00,14.56486588,16.1,20.4,18.25,0.798074843,0.713964014
1/13/2010 4:00,14.37571931,16.1,20.7,18.4,0.781289093,0.694479194
1/13/2010 6:00,14.12467888,15.9,20.4,18.15,0.778219222,0.692386219
1/13/2010 8:00,13.90491374,15.6,21.2,18.4,0.755701834,0.655892158
1/13/2010 10:00,13.76175858,15.5,20.3,17.9,0.768813328,0.677919142
1/13/2010 12:00,13.68873328,15.4,20,17.7,0.773374761,0.684436664
1/13/2010 14:00,13.68960022,15.5,19.1,17.3,0.791306371,0.716732996
1/13/2010 16:00,13.79284336,15.5,18.7,17.1,0.806599027,0.737585206
1/13/2010 18:00,13.97545645,15.5,18.6,17.05,0.819674865,0.751368627
1/13/2010 20:00,14.18851386,15.5,18.7,17.1,0.829737653,0.758744057
1/13/2010 22:00,14.37639824,15.6,19,17.3,0.831005679,0.756652539
1/14/2010 0:00,14.49708783,15.7,19,17.35,0.835567022,0.763004623
1/14/2010 2:00,14.50766094,15.9,19.4,17.65,0.821963792,0.747817574
1/14/2010 4:00,14.40212005,16,19.3,17.65,0.815984139,0.746223837
1/14/2010 6:00,14.22827259,16.1,21,18.55,0.767022781,0.67753679
1/14/2010 8:00,14.03491549,15.9,21.1,18.5,0.758644081,0.665161872
1/14/2010 10:00,13.87637859,15.7,21.8,18.75,0.740073525,0.636531128
1/14/2010 12:00,13.78684984,15.5,21.5,18.5,0.745235127,0.64124883
1/14/2010 14:00,13.78308301,15.5,20.1,17.8,0.774330506,0.685725523
1/14/2010 16:00,13.89873408,15.6,19.2,17.4,0.798777821,0.7238924
1/14/2010 18:00,14.11219814,15.8,19.1,17.45,0.808721957,0.738858541
1/14/2010 20:00,14.35829395,16,19,17.5,0.82047394,0.755699682
1/14/2010 22:00,14.57388825,16.5,19.6,18.05,0.807417632,0.743565727
1/15/2010 0:00,14.71251848,16.4,19.7,18.05,0.815097977,0.746828349
1/15/2010 2:00,14.73181988,16.3,19.9,18.1,0.813912701,0.740292457
1/15/2010 4:00,14.62114383,16.3,19.9,18.1,0.807798001,0.734730846
1/15/2010 6:00,14.40672897,16.2,22.6,19.4,0.742614895,0.637465883
1/15/2010 8:00,14.13751896,16.1,21.2,18.65,0.758043912,0.666864102
1/15/2010 10:00,13.86971975,16.2,21,18.6,0.745683857,0.660462845
1/15/2010 12:00,13.69286478,16,20.8,18.4,0.744177434,0.658310807
1/15/2010 14:00,13.60279789,16.4,20.7,18.55,0.733304468,0.657139995
1/15/2010 16:00,13.62850239,15.8,20.8,18.3,0.744726907,0.655216461
1/15/2010 18:00,13.76736881,14.6,20.8,17.7,0.777817447,0.661892731
1/15/2010 20:00,13.95259978,14.4,20.7,17.55,0.79501993,0.674038637
1/15/2010 22:00,14.10351442,15.7,20,17.85,0.790112853,0.705175721
1/16/2010 0:00,14.16919183,15.9,19.3,17.6,0.805067718,0.734155017
1/16/2010 2:00,14.1633351,15.7,19.3,17.5,0.809333434,0.733851559
1/16/2010 4:00,14.05691466,15.8,19.1,17.45,0.805553848,0.735964118
1/16/2010 6:00,13.86262509,15.8,18.9,17.35,0.798998564,0.733472227
1/16/2010 8:00,13.63988252,16.3,19,17.65,0.772797876,0.717888554
1/16/2010 10:00,13.42543998,15.1,20,17.55,0.764982335,0.671271999
1/16/2010 12:00,13.2472932,15.9,19.3,17.6,0.752687113,0.686388248
1/16/2010 14:00,13.14649203,15.9,19.1,17.5,0.751228116,0.688298012
1/16/2010 16:00,13.16707075,15.8,19,17.4,0.756728204,0.693003723
1/16/2010 18:00,13.2969852,15.9,19.3,17.6,0.755510523,0.688962964
1/16/2010 20:00,13.4749179,16,19.2,17.6,0.765620335,0.701818641
1/16/2010 22:00,13.61043662,15.9,19.4,17.65,0.771129554,0.701568898
1/17/2010 0:00,13.66003608,15.8,19.7,17.75,0.769579498,0.693402847
1/17/2010 2:00,13.62648517,15.9,19.6,17.75,0.767689306,0.695228835
1/17/2010 4:00,13.51564804,15.7,19.4,17.55,0.770122395,0.696682889
1/17/2010 6:00,13.34323871,15.5,19.3,17.4,0.7668528,0.691359519
1/17/2010 8:00,13.13930887,15.4,19.3,17.35,0.757308869,0.680793206
1/17/2010 10:00,12.91849199,14.4,19.4,16.9,0.76440781,0.665901649
1/17/2010 12:00,12.72650837,14.8,19.5,17.15,0.742070459,0.652641455
1/17/2010 14:00,12.6190072,14.5,19.3,16.9,0.746686817,0.65383457
1/17/2010 16:00,12.60291619,14.2,19,16.6,0.759211818,0.663311378
1/17/2010 18:00,12.67529973,14.4,19,16.7,0.758999984,0.667121038
1/17/2010 20:00,12.77511821,14.6,18.7,16.65,0.767274367,0.683161402
1/17/2010 22:00,12.83802049,14.5,18.7,16.6,0.773374728,0.68652516
1/18/2010 0:00,12.83591889,14.6,18.5,16.55,0.775584223,0.693833453
1/18/2010 2:00,12.77112766,14.6,18.2,16.4,0.778727296,0.701710311
1/18/2010 4:00,12.66609005,14.5,18.2,16.35,0.774684407,0.695939014
1/18/2010 6:00,12.53057773,14.5,18,16.25,0.771112476,0.696143207
1/18/2010 8:00,12.37941469,14.6,17.6,16.1,0.768907745,0.703375835
1/18/2010 10:00,12.23831937,12.7,17.6,15.15,0.807809859,0.695359055
1/18/2010 12:00,12.12639706,12,16.9,14.45,0.839197028,0.717538287
1/18/2010 14:00,12.05721999,12.4,16.6,14.5,0.831532413,0.726338553
1/18/2010 16:00,12.05956344,13,16.5,14.75,0.817597521,0.730882633
1/18/2010 18:00,12.13288337,13.4,17.2,15.3,0.792998913,0.705400196
1/18/2010 20:00,12.23612026,13.7,16.6,15.15,0.807664704,0.737115678
1/18/2010 22:00,12.31888896,13.1,16.4,14.75,0.835178912,0.751151766
1/19/2010 0:00,12.3565244,12.1,16.4,14.25,0.867124519,0.75344661
1/19/2010 2:00,12.35442392,12,16.5,14.25,0.866977117,0.748752965
1/19/2010 4:00,12.33465644,12.7,18,15.35,0.80356068,0.685258691
1/19/2010 6:00,12.30769451,13.6,17.4,15.5,0.794044807,0.707338765
1/19/2010 8:00,12.26459233,13.2,17.8,15.5,0.791264021,0.689022041
1/19/2010 10:00,12.20653766,12.4,17.2,14.8,0.824766058,0.709682422
1/19/2010 12:00,12.1521499,12.6,16.6,14.6,0.832339034,0.732057223
1/19/2010 14:00,12.13153937,11.7,16.6,14.15,0.857352606,0.730815625
1/19/2010 16:00,12.1786635,13.2,16.6,14.9,0.817359966,0.733654428
1/19/2010 18:00,12.28073491,13.7,16.5,15.1,0.813293702,0.744286964
1/19/2010 20:00,12.37761063,13.5,16.6,15.05,0.8224326,0.745639195
1/19/2010 22:00,12.42759028,12.3,16.8,14.55,0.854129916,0.739737517
1/20/2010 0:00,12.41950545,12.6,17.2,14.9,0.833523856,0.72206427
1/20/2010 2:00,12.38101859,12.8,17.1,14.95,0.828161779,0.724036175
1/20/2010 4:00,12.35046557,12.7,17.2,14.95,0.826118098,0.718050324
1/20/2010 6:00,12.34415789,12.6,17.1,14.85,0.831256423,0.721880578
1/20/2010 8:00,12.34463414,13.3,17.5,15.4,0.801599619,0.705407665
1/20/2010 10:00,12.33785081,12.6,17.1,14.85,0.830831704,0.721511743
1/20/2010 12:00,12.32884601,12.4,17.2,14.8,0.833030136,0.716793372
1/20/2010 14:00,12.3470113,12.1,17.2,14.65,0.842799406,0.717849494
1/20/2010 16:00,12.41412603,13.3,17.1,15.2,0.816718818,0.725972282
1/20/2010 18:00,12.50919838,13.4,16.8,15.1,0.828423734,0.744595142
1/20/2010 20:00,12.58204325,13.9,17,15.45,0.814371732,0.740120191
1/20/2010 22:00,12.57961462,14.2,19,16.6,0.75780811,0.66208498
1/21/2010 0:00,12.49947448,13.4,18,15.7,0.796144871,0.694415249
1/21/2010 2:00,12.39977341,12.8,17.6,15.2,0.815774566,0.70453258
1/21/2010 4:00,12.33290504,11.7,17.9,14.8,0.833304395,0.688989109
1/21/2010 6:00,12.32244999,14,18.6,16.3,0.755978527,0.662497311
1/21/2010 8:00,12.35678968,12.9,18.8,15.85,0.779608182,0.657276047
1/21/2010 10:00,12.39994345,13.2,19.2,16.2,0.765428608,0.645830388
1/21/2010 12:00,12.43715513,14,18.9,16.45,0.756058063,0.658050536
1/21/2010 14:00,12.47651426,14.3,18.1,16.2,0.770155201,0.68931018
1/21/2010 16:00,12.5364235,13.8,17.7,15.75,0.795963397,0.708272514
1/21/2010 18:00,12.59961005,14.4,17,15.7,0.802522933,0.741153532
1/21/2010 20:00,12.61362295,14.5,16.3,15.4,0.819066426,0.773841899
1/21/2010 22:00,12.53708315,14.5,17,15.75,0.79600528,0.73747548
1/22/2010 0:00,12.38481506,14.2,17.4,15.8,0.783849054,0.71177098
1/22/2010 2:00,12.20797092,12.9,18.3,15.6,0.782562239,0.667102236
1/22/2010 4:00,12.08518144,13.5,18.4,15.95,0.757691626,0.656803339
1/22/2010 6:00,12.04471554,13.5,18.6,16.05,0.750449567,0.647565352
1/22/2010 8:00,12.07820721,13.7,18.6,16.15,0.747876607,0.649365979
1/22/2010 10:00,12.15954597,13.8,17.7,15.75,0.772034665,0.686979998
1/22/2010 12:00,12.25532983,13.1,17,15.05,0.81430763,0.720901755
1/22/2010 14:00,12.35693834,11.9,17.2,14.55,0.849274113,0.718426648
1/22/2010 16:00,12.47487824,13.6,17.5,15.55,0.802242974,0.712850185
1/22/2010 18:00,12.59122874,11.9,16.9,14.4,0.874390885,0.745043121
1/22/2010 20:00,12.65240294,12,17.7,14.85,0.852013666,0.714825025
1/22/2010 22:00,12.62532636,11.7,16.9,14.3,0.882889956,0.747060732
1/23/2010 0:00,12.50886545,12.2,16.6,14.4,0.868671212,0.753546111
1/23/2010 2:00,12.34509141,11.7,16.6,14.15,0.872444623,0.743680206
1/23/2010 4:00,12.20180319,11,16.6,13.8,0.884188637,0.735048385
1/23/2010 6:00,12.14430579,10.8,16.6,13.7,0.886445678,0.731584686
1/23/2010 8:00,12.2064472,10.5,16.6,13.55,0.900844812,0.735328144
1/23/2010 10:00,12.45059832,11,16.6,13.8,0.90221727,0.750036044
1/23/2010 12:00,12.8423899,12.4,19.1,15.75,0.815389835,0.672376434
1/23/2010 14:00,13.24361195,12.9,20.4,16.65,0.795412129,0.649196664
1/23/2010 16:00,13.60533529,13.1,22.3,17.7,0.768663011,0.610104722
1/23/2010 18:00,13.91004355,13.2,25.2,19.2,0.724481435,0.551985855
1/23/2010 20:00,14.08646009,13.1,28.3,20.7,0.680505318,0.497754773
1/23/2010 22:00,14.01916585,13.6,28.8,21.2,0.661281408,0.486776592
1/24/2010 0:00,13.67269092,13.5,21.9,17.7,0.772468413,0.624323786
1/24/2010 2:00,13.16087095,12.1,23.9,18,0.731159497,0.550664057
1/24/2010 4:00,12.78329633,12.1,26.2,19.15,0.667535056,0.487912074
1/24/2010 6:00,12.58630443,12.1,25.7,18.9,0.665942033,0.489739472
1/24/2010 8:00,12.51829251,10,21.5,15.75,0.794812223,0.582246163
1/24/2010 10:00,12.54158407,10.5,17.4,13.95,0.899038285,0.720780694
1/24/2010 12:00,12.63317957,10.1,17.1,13.6,0.928910263,0.738782431
1/24/2010 14:00,12.77947132,10.2,17.2,13.7,0.932808126,0.742992519
1/24/2010 16:00,12.93967941,10.2,17.6,13.9,0.930912188,0.735209057
1/24/2010 18:00,13.08751187,10.4,18.2,14.3,0.91521062,0.719094059
1/24/2010 20:00,13.24193071,12.5,18.7,15.6,0.848841712,0.708124637
1/24/2010 22:00,13.26765475,13.6,18.8,16.2,0.818991034,0.705726316
1/25/2010 0:00,13.11711141,13.6,19,16.3,0.804730762,0.690374285
1/25/2010 2:00,12.89342413,11.9,18.6,15.25,0.845470435,0.693194846
1/25/2010 4:00,12.65297412,11,19.1,15.05,0.840729178,0.662459378
1/25/2010 6:00,12.46505767,10.4,19.9,15.15,0.822776084,0.626384807
1/25/2010 8:00,12.36257534,10.5,17.2,13.85,0.892604718,0.71875438
1/25/2010 10:00,12.34184396,10.8,18.1,14.45,0.854106849,0.681869832
1/25/2010 12:00,12.40427754,10.9,17,13.95,0.889195522,0.729663385
1/25/2010 14:00,12.54261009,11.1,17.2,14.15,0.88640354,0.729221517
1/25/2010 16:00,12.72927172,11.2,17.2,14.2,0.896427586,0.740073937
1/25/2010 18:00,12.9290989,11.3,17.3,14.3,0.90413279,0.747346757
1/25/2010 20:00,13.09185371,11.3,17.3,14.3,0.915514246,0.75675455
1/25/2010 22:00,13.1628091,12,17.5,14.75,0.892393837,0.75216052
1/26/2010 0:00,13.09755822,12.1,17.4,14.75,0.887970049,0.752733231
1/26/2010 2:00,12.91406051,11.7,17.7,14.7,0.878507517,0.729607938
1/26/2010 4:00,12.66599956,11.1,17.5,14.3,0.885734235,0.723771404
1/26/2010 6:00,12.4476949,10.9,17.2,14.05,0.885956932,0.723703192
1/26/2010 8:00,12.31640688,10.7,19.5,15.1,0.815656085,0.631610609
1/26/2010 10:00,12.2650164,10.6,17,13.8,0.888769304,0.721471553
1/26/2010 12:00,12.29846756,10.5,16.6,13.55,0.907635983,0.74087154
1/26/2010 14:00,12.42911335,10.3,16.5,13.4,0.927545772,0.753279597
1/26/2010 16:00,12.66840387,11.2,16.9,14.05,0.901665756,0.749609696
1/26/2010 18:00,12.97367738,11.5,17,14.25,0.9104335,0.763157493
1/26/2010 20:00,13.24809873,11.5,17.4,14.45,0.916823442,0.761384984
1/26/2010 22:00,13.42922752,12,17.5,14.75,0.910456103,0.76738443
1/27/2010 0:00,13.47934627,10.2,17.6,13.9,0.969737142,0.765871947
1/27/2010 2:00,13.38241717,12,20.1,16.05,0.833795462,0.665791899
1/27/2010 4:00,13.16095061,11.7,20,15.85,0.830343887,0.65804753
1/27/2010 6:00,12.88031675,11.7,18,14.85,0.867361397,0.715573153
1/27/2010 8:00,12.63881087,11.5,17.8,14.65,0.862717466,0.710045555
1/27/2010 10:00,12.50786194,11.1,17.9,14.5,0.862611168,0.698763237
1/27/2010 12:00,12.51539046,10.8,17.9,14.35,0.872152645,0.699183824
1/27/2010 14:00,12.69802372,10.8,18,14.4,0.881807203,0.705445762
1/27/2010 16:00,13.08709147,11.2,17.3,14.25,0.918392384,0.756479276
1/27/2010 18:00,13.60345612,11,17.4,14.2,0.957989868,0.781807823
1/27/2010 20:00,14.07967287,11.1,19.2,15.15,0.929351345,0.733316296
1/27/2010 22:00,14.41623445,11.5,20.7,16.1,0.895418289,0.696436447
1/28/2010 0:00,14.56602897,12,21.6,16.8,0.867025534,0.674353193
1/28/2010 2:00,14.52350287,12.3,24.4,18.35,0.791471546,0.595225527
1/28/2010 4:00,14.29834021,12.7,25.5,19.1,0.748604199,0.560719224
1/28/2010 6:00,13.92486076,12,22.8,17.4,0.800279354,0.610739507
1/28/2010 8:00,13.55947838,11.6,22.5,17.05,0.795277324,0.602643484
1/28/2010 10:00,13.32048053,11,19.2,15.1,0.882151028,0.693775027
1/28/2010 12:00,13.26676592,11,18.7,14.85,0.893384911,0.709452723
1/28/2010 14:00,13.41445184,10.9,18.8,14.85,0.90333009,0.713534672
1/28/2010 16:00,13.80311023,11,18.7,14.85,0.929502372,0.738134237
1/28/2010 18:00,14.36711143,12.4,18.9,15.65,0.918026289,0.760164626
1/28/2010 20:00,14.95598479,13.5,20.2,16.85,0.887595536,0.740395287
1/28/2010 22:00,15.39914892,14,23,18.5,0.832386428,0.669528214
1/29/2010 0:00,15.64473199,14,25.9,19.95,0.784197092,0.604043706
1/29/2010 2:00,15.67580781,14.4,26.4,20.4,0.768421951,0.593780599
1/29/2010 4:00,15.47267274,14.4,28.2,21.3,0.726416561,0.548676338
1/29/2010 6:00,15.04959179,15.6,28.4,22,0.684072354,0.529915204
1/29/2010 8:00,14.51727814,13.9,28.8,21.35,0.679966189,0.504072158
1/29/2010 10:00,14.11345168,10.9,22.3,16.6,0.850207932,0.63289021
1/29/2010 12:00,13.91720922,10.9,21.5,16.2,0.859086989,0.647312057
1/29/2010 14:00,13.96153464,11.1,21.5,16.3,0.856535867,0.649373704
1/29/2010 16:00,14.15241399,11,21.7,16.35,0.865591069,0.652184976
1/29/2010 18:00,14.38357144,11,22.3,16.65,0.863878164,0.645003203
1/29/2010 20:00,14.60261276,10.9,22.7,16.8,0.86920314,0.643286906
1/29/2010 22:00,14.7732267,11.1,22.9,17,0.869013335,0.64511907
1/30/2010 0:00,14.87417358,11.5,22,16.75,0.888010363,0.676098799
1/30/2010 2:00,14.8975986,11.1,20.9,16,0.931099913,0.712803761
1/30/2010 4:00,14.8089908,11.1,20.1,15.6,0.949294282,0.736765711
1/30/2010 6:00,14.58964084,10.7,19.5,15.1,0.96620138,0.74818671
1/30/2010 8:00,14.26066711,10.4,20,15.2,0.938201784,0.713033356
1/30/2010 10:00,13.9643107,10.2,19.8,15,0.930954047,0.705268217
1/30/2010 12:00,13.75771424,10.3,19.3,14.8,0.929575287,0.712834935
1/30/2010 14:00,13.66117532,10.1,19.2,14.65,0.932503435,0.711519548
1/30/2010 16:00,13.7139412,10.2,18.9,14.55,0.942538914,0.725605354
1/30/2010 18:00,14.18213091,10.2,19.4,14.8,0.958252088,0.731037676
1/30/2010 20:00,14.28715991,10.1,19.3,14.7,0.97191564,0.740267353
1/30/2010 22:00,14.35427637,10.5,19.6,15.05,0.953772516,0.732361039
1/31/2010 0:00,14.35710016,11.5,19.7,15.6,0.920326933,0.72878681
1/31/2010 2:00,14.26840304,11.5,19.9,15.7,0.90881548,0.717005178
1/31/2010 4:00,14.09269512,11.7,20,15.85,0.88912903,0.704634756
1/31/2010 6:00,13.87027475,11.9,19.8,15.85,0.875096199,0.700518927
1/31/2010 8:00,13.69254877,11.3,19.7,15.5,0.883390243,0.695053237
1/31/2010 10:00,13.60440963,10.7,19.4,15.05,0.903947484,0.701258228
1/31/2010 12:00,13.63673483,10.2,19.1,14.65,0.930835142,0.713965174
1/31/2010 14:00,13.75492349,9.9,18.7,14.3,0.961882762,0.735557406
1/31/2010 16:00,13.87704283,9.4,18.7,14.05,0.987689881,0.742087852
1/31/2010 18:00,13.96586303,10.4,19.1,14.75,0.946838171,0.731197017
1/31/2010 20:00,14.03180052,10.3,19.1,14.7,0.954544253,0.734649242
1/31/2010 22:00,14.09640672,9,19.1,14.05,1.003302969,0.738031765
2/1/2010 0:00,14.15157465,9.1,19,14.05,1.007229512,0.744819718
2/1/2010 2:00,14.17085263,10.4,18.7,14.55,0.973941762,0.757799606
2/1/2010 4:00,14.12972764,10.7,18.6,14.65,0.964486528,0.759662776
2/1/2010 6:00,14.03554641,11.5,18.1,14.8,0.94834773,0.775444553
2/1/2010 8:00,13.9376255,13.4,18.2,15.8,0.882128196,0.765803599
2/1/2010 10:00,13.89370053,13.3,18.1,15.7,0.884949078,0.767607764
2/1/2010 12:00,13.96143455,12.9,18.1,15.5,0.900737713,0.771349975
2/1/2010 14:00,14.10232803,11.3,18.5,14.9,0.946464969,0.762288002
2/1/2010 16:00,14.21737752,12.6,18.4,15.5,0.917250163,0.772683561
2/1/2010 18:00,14.27520087,12.6,18.6,15.6,0.915076979,0.767483918
2/1/2010 20:00,14.29205246,13.3,18.2,15.75,0.907431902,0.785277607
2/1/2010 22:00,14.30405065,13.7,18.1,15.9,0.899625827,0.790279041
2/2/2010 0:00,14.35767246,14,19,16.5,0.870161967,0.755666972
2/2/2010 2:00,14.4261827,14.2,18.8,16.5,0.874314103,0.767350143
2/2/2010 4:00,14.46149085,13.8,20.8,17.3,0.835924327,0.695263983
2/2/2010 6:00,14.43395967,13.9,22,17.95,0.804120316,0.656089076
2/2/2010 8:00,14.37425298,14,20,17,0.845544293,0.718712649
2/2/2010 10:00,14.33901042,14.3,18.8,16.55,0.866405464,0.76271332
2/2/2010 12:00,14.37194482,13.9,18.4,16.15,0.889903704,0.781083958
2/2/2010 14:00,14.43818497,13.7,18.5,16.1,0.896781675,0.780442431
2/2/2010 16:00,14.45396508,12.4,18.7,15.55,0.929515439,0.772939309
2/2/2010 18:00,14.41125825,12.5,18.7,15.6,0.923798606,0.770655521
2/2/2010 20:00,14.33000213,12.7,18.6,15.65,0.915655088,0.770430222
2/2/2010 22:00,14.25795787,14,18.6,16.3,0.874721342,0.766556875
2/3/2010 0:00,14.25419416,14,18.7,16.35,0.871816157,0.762256372
2/3/2010 2:00,14.336132,13.9,18.7,16.3,0.879517301,0.766638075
2/3/2010 4:00,14.48932185,13.3,18.7,16,0.905582615,0.774830045
