,salt_vavg,time
12898,38.41227171240983,2012-12-11 00:00:00
12899,38.3087328430969,2012-12-11 02:00:00
12900,38.274487809762746,2012-12-11 04:00:00
12901,38.355469246180725,2012-12-11 06:00:00
12902,38.54780217497863,2012-12-11 08:00:00
12903,38.78892317063418,2012-12-11 10:00:00
12904,38.96292723146112,2012-12-11 12:00:00
12905,39.04681771897744,2012-12-11 14:00:00
12906,39.04358167010361,2012-12-11 16:00:00
12907,38.932318567149075,2012-12-11 18:00:00
12908,38.75773070977258,2012-12-11 20:00:00
12909,38.577326839114605,2012-12-11 22:00:00
12910,38.416745788198774,2012-12-12 00:00:00
12911,38.2907103999017,2012-12-12 02:00:00
12912,38.23351385467622,2012-12-12 04:00:00
12913,38.287094059459584,2012-12-12 06:00:00
12914,38.46262982213177,2012-12-12 08:00:00
12915,38.722797914799486,2012-12-12 10:00:00
12916,38.96350884593304,2012-12-12 12:00:00
12917,39.10499763350544,2012-12-12 14:00:00
12918,39.149146827064975,2012-12-12 16:00:00
12919,39.082255434258265,2012-12-12 18:00:00
12920,38.9187467803782,2012-12-12 20:00:00
12921,38.736708240108875,2012-12-12 22:00:00
12922,38.58226167696845,2012-12-13 00:00:00
12923,38.464226002231015,2012-12-13 02:00:00
12924,38.394524405753444,2012-12-13 04:00:00
12925,38.39153666097542,2012-12-13 06:00:00
12926,38.47115302820589,2012-12-13 08:00:00
12927,38.63041080038113,2012-12-13 10:00:00
12928,38.832557569921576,2012-12-13 12:00:00
12929,38.983411607853405,2012-12-13 14:00:00
12930,39.047907601262466,2012-12-13 16:00:00
12931,39.02270650943451,2012-12-13 18:00:00
12932,38.89747047722144,2012-12-13 20:00:00
12933,38.72480980350182,2012-12-13 22:00:00
12934,38.55286642549616,2012-12-14 00:00:00
12935,38.406931542028154,2012-12-14 02:00:00
12936,38.30451575564989,2012-12-14 04:00:00
12937,38.26380701084316,2012-12-14 06:00:00
12938,38.30163140293876,2012-12-14 08:00:00
12939,38.41978427947519,2012-12-14 10:00:00
12940,38.58880666987351,2012-12-14 12:00:00
12941,38.74434376503053,2012-12-14 14:00:00
12942,38.84415965986533,2012-12-14 16:00:00
12943,38.860979849912496,2012-12-14 18:00:00
12944,38.76931885971237,2012-12-14 20:00:00
12945,38.595390680159746,2012-12-14 22:00:00
12946,38.40130342378765,2012-12-15 00:00:00
12947,38.23033464884751,2012-12-15 02:00:00
12948,38.11103509827842,2012-12-15 04:00:00
12949,38.05424716852696,2012-12-15 06:00:00
12950,38.07012869476616,2012-12-15 08:00:00
12951,38.166333037586966,2012-12-15 10:00:00
12952,38.32938901636862,2012-12-15 12:00:00
12953,38.52205546589566,2012-12-15 14:00:00
12954,38.67397971288069,2012-12-15 16:00:00
12955,38.74971399389,2012-12-15 18:00:00
12956,38.72679207683431,2012-12-15 20:00:00
12957,38.59847174300535,2012-12-15 22:00:00
12958,38.42613913764756,2012-12-16 00:00:00
12959,38.27589893074671,2012-12-16 02:00:00
12960,38.174273022426355,2012-12-16 04:00:00
12961,38.12146092779851,2012-12-16 06:00:00
12962,38.116271368255504,2012-12-16 08:00:00
12963,38.16426063855596,2012-12-16 10:00:00
12964,38.26982952750944,2012-12-16 12:00:00
12965,38.42838784787182,2012-12-16 14:00:00
12966,38.594604705322176,2012-12-16 16:00:00
12967,38.703287755019964,2012-12-16 18:00:00
12968,38.73583505270555,2012-12-16 20:00:00
12969,38.690571302471845,2012-12-16 22:00:00
12970,38.58834875630746,2012-12-17 00:00:00
12971,38.48218165023404,2012-12-17 02:00:00
12972,38.41039905718668,2012-12-17 04:00:00
12973,38.379539832807176,2012-12-17 06:00:00
12974,38.38552090193825,2012-12-17 08:00:00
12975,38.42641892912094,2012-12-17 10:00:00
12976,38.50752092490271,2012-12-17 12:00:00
12977,38.63098138042862,2012-12-17 14:00:00
12978,38.760055152641904,2012-12-17 16:00:00
12979,38.847994326331246,2012-12-17 18:00:00
12980,38.895694719441536,2012-12-17 20:00:00
12981,38.88022117270633,2012-12-17 22:00:00
12982,38.790224462407096,2012-12-18 00:00:00
12983,38.67948714200997,2012-12-18 02:00:00
12984,38.601066473105135,2012-12-18 04:00:00
12985,38.5666135746554,2012-12-18 06:00:00
12986,38.56452004349652,2012-12-18 08:00:00
12987,38.568089054070384,2012-12-18 10:00:00
12988,38.57899716894633,2012-12-18 12:00:00
12989,38.61926278975755,2012-12-18 14:00:00
12990,38.692962640019154,2012-12-18 16:00:00
12991,38.77233952412289,2012-12-18 18:00:00
12992,38.805517111716696,2012-12-18 20:00:00
12993,38.764439641709465,2012-12-18 22:00:00
12994,38.65262091722197,2012-12-19 00:00:00
12995,38.52467299480897,2012-12-19 02:00:00
12996,38.44002993169999,2012-12-19 04:00:00
12997,38.41358778930287,2012-12-19 06:00:00
12998,38.41482693374267,2012-12-19 08:00:00
12999,38.40772150231696,2012-12-19 10:00:00
13000,38.382216192946316,2012-12-19 12:00:00
13001,38.35454145895724,2012-12-19 14:00:00
13002,38.3753156573022,2012-12-19 16:00:00
13003,38.444087546015005,2012-12-19 18:00:00
13004,38.507897963108114,2012-12-19 20:00:00
13005,38.54122570121512,2012-12-19 22:00:00
13006,38.54398837160599,2012-12-20 00:00:00
13007,38.55235372611723,2012-12-20 02:00:00
13008,38.60671332770246,2012-12-20 04:00:00
13009,38.71415333771959,2012-12-20 06:00:00
13010,38.85187052260083,2012-12-20 08:00:00
13011,38.96567562326558,2012-12-20 10:00:00
13012,39.04920907657441,2012-12-20 12:00:00
13013,39.105503443624904,2012-12-20 14:00:00
13014,39.15389076125369,2012-12-20 16:00:00
13015,39.2028160763045,2012-12-20 18:00:00
13016,39.23615280358844,2012-12-20 20:00:00
13017,39.23495334308785,2012-12-20 22:00:00
13018,39.18383911878896,2012-12-21 00:00:00
13019,39.13342979797919,2012-12-21 02:00:00
13020,39.16052595139258,2012-12-21 04:00:00
13021,39.28738754031599,2012-12-21 06:00:00
13022,39.41694812418004,2012-12-21 08:00:00
13023,39.49906362293663,2012-12-21 10:00:00
13024,39.53732857516324,2012-12-21 12:00:00
13025,39.520261910112545,2012-12-21 14:00:00
13026,39.430002452737476,2012-12-21 16:00:00
13027,39.29852571467788,2012-12-21 18:00:00
13028,39.16177105747658,2012-12-21 20:00:00
13029,39.0269548827207,2012-12-21 22:00:00
13030,38.898919624943,2012-12-22 00:00:00
13031,38.80604461216157,2012-12-22 02:00:00
13032,38.79934757093609,2012-12-22 04:00:00
13033,38.90813900078469,2012-12-22 06:00:00
13034,39.095724979595246,2012-12-22 08:00:00
13035,39.26932995475267,2012-12-22 10:00:00
13036,39.35048185849012,2012-12-22 12:00:00
13037,39.31811274126857,2012-12-22 14:00:00
13038,39.19058764887517,2012-12-22 16:00:00
13039,39.01302744166508,2012-12-22 18:00:00
13040,38.823417457035475,2012-12-22 20:00:00
13041,38.64518812301499,2012-12-22 22:00:00
13042,38.49562455236823,2012-12-23 00:00:00
13043,38.40095251117638,2012-12-23 02:00:00
13044,38.40569681836828,2012-12-23 04:00:00
13045,38.53102063599608,2012-12-23 06:00:00
13046,38.74000993070775,2012-12-23 08:00:00
13047,38.96006245527196,2012-12-23 10:00:00
13048,39.11269487336353,2012-12-23 12:00:00
13049,39.156423074697216,2012-12-23 14:00:00
13050,39.086093673733856,2012-12-23 16:00:00
13051,38.932892893811186,2012-12-23 18:00:00
13052,38.74523653618907,2012-12-23 20:00:00
13053,38.563915297066345,2012-12-23 22:00:00
13054,38.41575836573606,2012-12-24 00:00:00
13055,38.328876273360486,2012-12-24 02:00:00
13056,38.33920265335071,2012-12-24 04:00:00
13057,38.464913276281486,2012-12-24 06:00:00
13058,38.68652629578651,2012-12-24 08:00:00
13059,38.934639967502285,2012-12-24 10:00:00
13060,39.10690663275021,2012-12-24 12:00:00
13061,39.177817363280674,2012-12-24 14:00:00
13062,39.15628222788642,2012-12-24 16:00:00
13063,39.0447931025829,2012-12-24 18:00:00
13064,38.883294715062064,2012-12-24 20:00:00
13065,38.71200776806914,2012-12-24 22:00:00
13066,38.560359143503284,2012-12-25 00:00:00
13067,38.45702383899705,2012-12-25 02:00:00
13068,38.45063719336421,2012-12-25 04:00:00
13069,38.55788184457161,2012-12-25 06:00:00
13070,38.736319653850046,2012-12-25 08:00:00
13071,38.953399867685846,2012-12-25 10:00:00
13072,39.153861246326485,2012-12-25 12:00:00
13073,39.29495134142,2012-12-25 14:00:00
13074,39.386846795317204,2012-12-25 16:00:00
13075,39.49270050258858,2012-12-25 18:00:00
13076,39.53745537587869,2012-12-25 20:00:00
13077,39.45593630760479,2012-12-25 22:00:00
13078,39.2987976786527,2012-12-26 00:00:00
13079,39.19454417039461,2012-12-26 02:00:00
13080,39.17998645670279,2012-12-26 04:00:00
13081,39.265460280132636,2012-12-26 06:00:00
13082,39.39651344438964,2012-12-26 08:00:00
13083,39.5540811007793,2012-12-26 10:00:00
13084,39.728616964695824,2012-12-26 12:00:00
13085,39.85353547796237,2012-12-26 14:00:00
13086,39.91086035799557,2012-12-26 16:00:00
13087,39.86224682339315,2012-12-26 18:00:00
13088,39.67598806055985,2012-12-26 20:00:00
13089,39.397292643218705,2012-12-26 22:00:00
13090,39.091395192260705,2012-12-27 00:00:00
13091,38.83336367104902,2012-12-27 02:00:00
13092,38.68759430419459,2012-12-27 04:00:00
13093,38.690874641682946,2012-12-27 06:00:00
13094,38.83012192387125,2012-12-27 08:00:00
13095,39.06136833559689,2012-12-27 10:00:00
13096,39.30708326367049,2012-12-27 12:00:00
13097,39.48801051076735,2012-12-27 14:00:00
