,salt_var,gradient,time
0,3.0028557987521234,-0.014227966427537542,2010-01-01 00:00:00
1,2.988627832324586,-0.00829435118656141,2010-01-01 02:00:00
2,2.9862670963790006,5.703051385230751e-05,2010-01-01 04:00:00
3,2.9887418933522905,-0.00024846855086013697,2010-01-01 06:00:00
4,2.9857701592772803,-0.005098296181375472,2010-01-01 08:00:00
5,2.9785453009895395,-0.008439563419656126,2010-01-01 10:00:00
6,2.968891032437968,-0.008473213965209947,2010-01-01 12:00:00
7,2.9615988730591196,-0.005384684068503454,2010-01-01 14:00:00
8,2.958121664300961,-0.002202857757783727,2010-01-01 16:00:00
9,2.957193157543552,0.0015315016888173272,2010-01-01 18:00:00
10,2.961184667678596,0.0055687145682687955,2010-01-01 20:00:00
11,2.9683305866800898,0.008380266762749278,2010-01-01 22:00:00
12,2.9779452012040943,0.010397065762700164,2010-01-02 00:00:00
13,2.98912471820549,0.01076392844821128,2010-01-02 02:00:00
14,2.999473058100517,0.008597671374930282,2010-01-02 04:00:00
15,3.0063200609553506,0.004539819824900926,2010-01-02 06:00:00
16,3.0085526977503187,-0.00014940598487855894,2010-01-02 08:00:00
17,3.0060212489855935,-0.003762023556937999,2010-01-02 10:00:00
18,3.0010286506364428,-0.0052620291994578405,2010-01-02 12:00:00
19,2.995497190586678,-0.004500190414028493,2010-01-02 14:00:00
20,2.9920282698083858,-0.0023857287742345967,2010-01-02 16:00:00
21,2.9907257330382087,0.00026511421957753356,2010-01-02 18:00:00
22,2.992558498247541,0.0031785895889944182,2010-01-02 20:00:00
23,2.9970829122161975,0.004665490862572286,2010-01-02 22:00:00
24,3.0018894799726854,0.004900260889775909,2010-01-03 00:00:00
25,3.0068834339957493,0.005088907748064253,2010-01-03 02:00:00
26,3.012067295468814,0.004411462624810625,2010-01-03 04:00:00
27,3.0157063592453706,0.0025960718596718113,2010-01-03 06:00:00
28,3.0172594391881575,0.00028443901810493166,2010-01-03 08:00:00
29,3.0162752372815804,-0.0028523788395751204,2010-01-03 10:00:00
30,3.0115546815090073,-0.006211700195964953,2010-01-03 12:00:00
31,3.0038518368896505,-0.006779115390926904,2010-01-03 14:00:00
32,2.9979964507271535,-0.003733361560662951,2010-01-03 16:00:00
33,2.9963851137683246,0.0005211870214107961,2010-01-03 18:00:00
34,2.999038824769975,0.0033993812327910433,2010-01-03 20:00:00
35,3.0031838762339067,0.005289270567560456,2010-01-03 22:00:00
36,3.009617365905096,0.007189084276588709,2010-01-04 00:00:00
37,3.017562044787084,0.0077572492435471485,2010-01-04 02:00:00
38,3.0251318643921903,0.006452320889950736,2010-01-04 04:00:00
39,3.0304666865669856,0.00469605221900915,2010-01-04 06:00:00
40,3.0345239688302086,0.0031930102959618623,2010-01-04 08:00:00
41,3.0368527071589093,0.0024238789471391353,2010-01-04 10:00:00
42,3.039371726724487,0.001968330411719954,2010-01-04 12:00:00
43,3.0407893679823492,0.001819973451436141,2010-01-04 14:00:00
44,3.043011673627359,0.00252973151610858,2010-01-04 16:00:00
45,3.0458488310145664,0.0028654209930485397,2010-01-04 18:00:00
46,3.048742515613456,0.0026935572207891223,2010-01-04 20:00:00
47,3.0512359454561446,0.0024298267740698876,2010-01-04 22:00:00
48,3.053602169161596,0.003658804851980557,2010-01-05 00:00:00
49,3.0585535551601057,0.005170905490221145,2010-01-05 02:00:00
50,3.0639439801420383,0.004688430160111112,2010-01-05 04:00:00
51,3.067930415480328,0.00421945830906556,2010-01-05 06:00:00
52,3.0723828967601694,0.0072222637151859725,2010-01-05 08:00:00
53,3.0823749429107,0.010290548926976228,2010-01-05 10:00:00
54,3.092963994614122,0.006016601751664741,2010-01-05 12:00:00
55,3.0944081464140294,-0.0025502816488072177,2010-01-05 14:00:00
56,3.0878634313165074,-0.006401926308790662,2010-01-05 16:00:00
57,3.081604293796448,-0.003486314425594994,2010-01-05 18:00:00
58,3.0808908024653174,0.002432459639955642,2010-01-05 20:00:00
59,3.0864692130763594,0.007560998242281736,2010-01-05 22:00:00
60,3.096012798949881,0.009443618230997819,2010-01-06 00:00:00
61,3.105356449538355,0.003912268546808484,2010-01-06 02:00:00
62,3.103837336043498,-0.004678627248028144,2010-01-06 04:00:00
63,3.0959991950422987,-0.006557020694166971,2010-01-06 06:00:00
64,3.090723294655164,-0.001807677541047381,2010-01-06 08:00:00
65,3.092383839960204,0.004920679054082777,2010-01-06 10:00:00
66,3.1005646527633295,0.007365510123799712,2010-01-06 12:00:00
67,3.1071148602078034,0.0022520983166927078,2010-01-06 14:00:00
68,3.105068849396715,-0.004398742298666658,2010-01-06 16:00:00
69,3.09831737561047,-0.004450635554569038,2010-01-06 18:00:00
70,3.096167578287577,0.0024600639505516497,2010-01-06 20:00:00
71,3.1032375035115733,0.01045893307714807,2010-01-06 22:00:00
72,3.117085444441873,0.008078421130464974,2010-01-07 00:00:00
73,3.1193943457725033,-0.004663049738998781,2010-01-07 02:00:00
74,3.1077593449638754,-0.013298815526660235,2010-01-07 04:00:00
75,3.092796714719183,-0.010912270305443839,2010-01-07 06:00:00
76,3.0859348043529877,-0.0014730215159510784,2010-01-07 08:00:00
77,3.0898506716872807,0.008422035319654908,2010-01-07 10:00:00
78,3.1027788749922975,0.015296390684701677,2010-01-07 12:00:00
79,3.120443453056684,0.0028679204716663964,2010-01-07 14:00:00
80,3.1085147159356303,0.006969424465995022,2010-01-07 16:00:00
81,3.134382301988674,0.03136034326704551,2010-01-07 18:00:00
82,3.1712354024697214,0.04558899629457591,2010-01-07 20:00:00
